brand,model,type,mp,optical_zoom,digital_zoom,screen_size,price,matches
hikvision,ds-2cd2712f-is,,1.3,,,,,"{'www.alibaba.com//23855', 'www.alibaba.com//28348', 'www.alibaba.com//37589', 'www.alibaba.com//35578', 'www.alibaba.com//22647', 'www.alibaba.com//28482', 'www.alibaba.com//23029', 'www.alibaba.com//26295', 'www.alibaba.com//34614', 'www.alibaba.com//35410', 'www.alibaba.com//22806', 'www.alibaba.com//30442', 'www.alibaba.com//25949', 'www.alibaba.com//34863', 'www.alibaba.com//23731', 'www.alibaba.com//23528', 'www.alibaba.com//35213', 'www.alibaba.com//25389', 'www.alibaba.com//36065', 'www.alibaba.com//24777', 'www.alibaba.com//29090', 'www.alibaba.com//28158', 'www.alibaba.com//23698', 'www.alibaba.com//27449', 'www.alibaba.com//24146', 'www.alibaba.com//26436', 'www.alibaba.com//24889', 'www.alibaba.com//27981', 'www.alibaba.com//36375', 'www.alibaba.com//26557', 'www.alibaba.com//25856', 'www.alibaba.com//23425', 'www.alibaba.com//23513', 'www.alibaba.com//36161', 'www.alibaba.com//22764', 'www.alibaba.com//37643', 'www.alibaba.com//24222', 'www.alibaba.com//24243', 'www.alibaba.com//30391'}"
hikvision,ds-2cd2732f-is,,3.0,,,,,"{'www.alibaba.com//34300', 'www.alibaba.com//37421', 'www.alibaba.com//22903', 'www.alibaba.com//34379', 'www.alibaba.com//22658', 'www.alibaba.com//29111', 'www.alibaba.com//28237', 'www.alibaba.com//34025', 'www.alibaba.com//37618', 'www.alibaba.com//30112', 'www.alibaba.com//24666', 'www.alibaba.com//24363'}"
hikvision,ds-2cd3332-i,,3.0,,,,,"{'www.alibaba.com//36529', 'www.alibaba.com//23988', 'www.alibaba.com//36582', 'www.alibaba.com//26364', 'www.alibaba.com//29288', 'www.alibaba.com//22666', 'www.alibaba.com//34045', 'www.alibaba.com//7540', 'www.alibaba.com//23442', 'www.alibaba.com//35871', 'www.alibaba.com//24424', 'www.alibaba.com//23242', 'www.alibaba.com//29255', 'www.alibaba.com//33429', 'www.alibaba.com//28612', 'www.alibaba.com//28137', 'www.alibaba.com//37290', 'www.alibaba.com//28201', 'www.alibaba.com//23043', 'www.alibaba.com//35745', 'www.alibaba.com//24799', 'www.alibaba.com//28702', 'www.alibaba.com//30153', 'www.alibaba.com//26777', 'www.alibaba.com//35798', 'www.alibaba.com//27025', 'www.alibaba.com//23627', 'www.alibaba.com//29703', 'www.alibaba.com//26238', 'www.alibaba.com//29550', 'www.alibaba.com//35421', 'www.alibaba.com//22730', 'www.alibaba.com//28027', 'www.alibaba.com//28077', 'www.alibaba.com//22633', 'www.alibaba.com//25088', 'www.alibaba.com//27352', 'www.alibaba.com//24210', 'www.alibaba.com//34373', 'www.alibaba.com//29252', 'www.alibaba.com//28270', 'www.alibaba.com//23081', 'www.alibaba.com//35030', 'www.alibaba.com//29137', 'www.alibaba.com//27308', 'www.alibaba.com//34537', 'www.alibaba.com//24664', 'www.alibaba.com//35252', 'www.alibaba.com//37212', 'www.alibaba.com//32753', 'www.alibaba.com//29556', 'www.alibaba.com//28580', 'www.alibaba.com//30592', 'www.alibaba.com//35375', 'www.alibaba.com//23448', 'www.alibaba.com//34891', 'www.alibaba.com//25061', 'www.alibaba.com//38038', 'www.alibaba.com//25771', 'www.alibaba.com//35627', 'www.alibaba.com//34639', 'www.alibaba.com//30172', 'www.alibaba.com//28506', 'www.alibaba.com//22793', 'www.alibaba.com//37574', 'www.alibaba.com//35723', 'www.alibaba.com//34785', 'www.alibaba.com//35823', 'www.alibaba.com//27605', 'www.alibaba.com//35803', 'www.alibaba.com//23236', 'www.alibaba.com//27363', 'www.alibaba.com//24919', 'www.alibaba.com//30070', 'www.alibaba.com//27180', 'www.alibaba.com//35892', 'www.alibaba.com//27971', 'www.alibaba.com//29162', 'www.alibaba.com//25141', 'www.alibaba.com//35378', 'www.alibaba.com//34329', 'www.alibaba.com//22826', 'www.alibaba.com//27029', 'www.alibaba.com//24732', 'www.alibaba.com//23535', 'www.alibaba.com//24956', 'www.alibaba.com//34834', 'www.alibaba.com//24195', 'www.alibaba.com//32663', 'www.alibaba.com//22952', 'www.alibaba.com//36385', 'www.alibaba.com//27580', 'www.alibaba.com//30509', 'www.alibaba.com//33719', 'www.alibaba.com//25089', 'www.alibaba.com//35023', 'www.alibaba.com//22725', 'www.alibaba.com//27951', 'www.alibaba.com//22627', 'www.alibaba.com//30040', 'www.alibaba.com//23379', 'www.alibaba.com//23453', 'www.alibaba.com//24526', 'www.alibaba.com//34363', 'www.alibaba.com//36350', 'www.alibaba.com//22697', 'www.alibaba.com//29846', 'www.alibaba.com//23847', 'www.alibaba.com//33419', 'www.alibaba.com//28839', 'www.alibaba.com//36450', 'www.alibaba.com//37766', 'www.alibaba.com//27162', 'www.alibaba.com//37864', 'www.alibaba.com//25821', 'www.alibaba.com//37930', 'www.alibaba.com//36380', 'www.alibaba.com//27028', 'www.alibaba.com//34466', 'www.alibaba.com//24108', 'www.alibaba.com//23147', 'www.alibaba.com//23291', 'www.alibaba.com//30321', 'www.alibaba.com//36958', 'www.alibaba.com//27112', 'www.alibaba.com//23791', 'www.alibaba.com//29828', 'www.alibaba.com//37474', 'www.alibaba.com//26599', 'www.alibaba.com//28712', 'www.alibaba.com//24357', 'www.alibaba.com//27492', 'www.alibaba.com//23384', 'www.alibaba.com//23475', 'www.alibaba.com//37213', 'www.alibaba.com//36762', 'www.alibaba.com//22599', 'www.alibaba.com//36851', 'www.alibaba.com//37467', 'www.alibaba.com//25786', 'www.alibaba.com//35693', 'www.alibaba.com//36935', 'www.alibaba.com//37869', 'www.alibaba.com//22973', 'www.alibaba.com//36045', 'www.alibaba.com//34091', 'www.alibaba.com//35972', 'www.alibaba.com//36290', 'www.alibaba.com//27272', 'www.alibaba.com//27487', 'www.alibaba.com//29492', 'www.alibaba.com//30469', 'www.alibaba.com//35703', 'www.alibaba.com//25896', 'www.alibaba.com//28631', 'www.alibaba.com//37773', 'www.alibaba.com//22694', 'www.alibaba.com//28625', 'www.alibaba.com//28454', 'www.alibaba.com//30487', 'www.alibaba.com//27464', 'www.alibaba.com//23901', 'www.alibaba.com//29815', 'www.alibaba.com//28503', 'www.alibaba.com//28316', 'www.alibaba.com//24306', 'www.alibaba.com//25098', 'www.alibaba.com//34963', 'www.alibaba.com//27268', 'www.alibaba.com//35800', 'www.alibaba.com//24297', 'www.alibaba.com//29230', 'www.alibaba.com//28771', 'www.alibaba.com//35367', 'www.alibaba.com//23140', 'www.alibaba.com//25899', 'www.alibaba.com//26522', 'www.alibaba.com//27415', 'www.alibaba.com//36709', 'www.alibaba.com//26808'}"
hikvision,ds-2cd4112f-i,,1.3,,,,,{'www.alibaba.com//28615'}
hikvision,ds-2cd6332fwd-i,,3.0,,,,,{'www.alibaba.com//29313'}
hikvision,ds-2cd6412fwd,,1.3,,,,,{'www.alibaba.com//22632'}
hikvision,ds-2cd7153-e,,2.0,,,,,{'www.alibaba.com//37030'}
hikvision,ds-2cd8254f-ei,,3.0,,,,,{'www.alibaba.com//35232'}
hikvision,ds-2cd8283f-eiz,,5.0,,,,,"{'www.alibaba.com//29334', 'www.alibaba.com//29032', 'www.alibaba.com//36261', 'www.alibaba.com//26427', 'www.alibaba.com//24116', 'www.alibaba.com//26363', 'www.alibaba.com//24313', 'www.alibaba.com//28954', 'www.alibaba.com//28871', 'www.alibaba.com//34250', 'www.alibaba.com//26661', 'www.alibaba.com//35301', 'www.alibaba.com//36187'}"
hikvision,ds-2cd8464f-eiw,,1.3,,,,60.0,{'www.alibaba.com//22735'}
hikvision,ds-2de4220,,,,16.0,,,{'www.alibaba.com//28832'}
hikvision,ds-2de7174-a,,1.3,,16.0,,,"{'www.alibaba.com//34381', 'www.alibaba.com//37640', 'www.alibaba.com//28635', 'www.alibaba.com//28508', 'www.alibaba.com//35696', 'www.alibaba.com//29876', 'www.alibaba.com//35419', 'www.alibaba.com//26463', 'www.alibaba.com//27991', 'www.alibaba.com//22833', 'www.alibaba.com//28865', 'www.alibaba.com//29888', 'www.alibaba.com//25462', 'www.alibaba.com//36770', 'www.alibaba.com//35047', 'www.alibaba.com//23318', 'www.alibaba.com//37385', 'www.alibaba.com//26648', 'www.alibaba.com//36652', 'www.alibaba.com//27138', 'www.alibaba.com//33500', 'www.alibaba.com//33245', 'www.alibaba.com//24346', 'www.alibaba.com//34388', 'www.alibaba.com//35657', 'www.alibaba.com//23844', 'www.alibaba.com//23381', 'www.alibaba.com//24473', 'www.alibaba.com//32781', 'www.alibaba.com//28598', 'www.alibaba.com//36283', 'www.alibaba.com//37783', 'www.alibaba.com//22838', 'www.alibaba.com//36388', 'www.alibaba.com//28529', 'www.alibaba.com//27056', 'www.alibaba.com//30561', 'www.alibaba.com//24523', 'www.alibaba.com//30225', 'www.alibaba.com//35479', 'www.alibaba.com//35091', 'www.alibaba.com//26761', 'www.alibaba.com//24309', 'www.alibaba.com//36734', 'www.alibaba.com//25868', 'www.alibaba.com//28310', 'www.alibaba.com//34345', 'www.alibaba.com//30215', 'www.alibaba.com//33021', 'www.alibaba.com//37532', 'www.alibaba.com//29000', 'www.alibaba.com//29774', 'www.alibaba.com//23264', 'www.alibaba.com//25481'}"
hikvision,ds-2de7184-ae,,2.0,,,,,{'www.alibaba.com//34325'}
hikvision,,,3.0,,,,,{'www.alibaba.com//22562'}
hikvision,,,,,,,,{'www.alibaba.com//23005'}
hikvision,,,1.3,,,,,{'www.alibaba.com//23327'}
hikvision,,,3.0,,,,150.0,{'www.alibaba.com//23605'}
hikvision,,,3.0,,,,150.0,{'www.alibaba.com//23985'}
hikvision,,,,,,,,{'www.alibaba.com//24123'}
hikvision,,,3.0,,,,,{'www.alibaba.com//24307'}
hikvision,,,,,,,,{'www.alibaba.com//25349'}
hikvision,,,,,,,150.0,{'www.alibaba.com//25384'}
hikvision,,,,,,,,{'www.alibaba.com//25603'}
hikvision,,,3.0,,,,,{'www.alibaba.com//25836'}
hikvision,,,,,,,,{'www.alibaba.com//25902'}
hikvision,,,,,,,24.0,{'www.alibaba.com//26251'}
hikvision,,,2.0,,,,,{'www.alibaba.com//26669'}
hikvision,,,5.0,,,,69.0,{'www.alibaba.com//26774'}
hikvision,,,3.0,,,,,{'www.alibaba.com//26787'}
hikvision,,,2.0,,,,,{'www.alibaba.com//26953'}
hikvision,,,3.0,,,,,{'www.alibaba.com//27343'}
hikvision,,,3.0,,,,,{'www.alibaba.com//27432'}
hikvision,,,,,,,,{'www.alibaba.com//28003'}
hikvision,,,,,,,,{'www.alibaba.com//28046'}
hikvision,,,3.0,,,,,{'www.alibaba.com//28164'}
hikvision,,,3.0,,,,,{'www.alibaba.com//28939'}
hikvision,,,1.0,,,,100.0,{'www.alibaba.com//28940'}
hikvision,,,3.0,,,,,{'www.alibaba.com//29473'}
hikvision,,,2.0,,,,,{'www.alibaba.com//30166'}
hikvision,,,1.3,,,,100.0,{'www.alibaba.com//30234'}
hikvision,,,1.3,,,,,{'www.alibaba.com//33810'}
hikvision,,,3.0,,,,,{'www.alibaba.com//34058'}
hikvision,,,,,,,,{'www.alibaba.com//34697'}
hikvision,,,,,,,,{'www.alibaba.com//34913'}
hikvision,,,,,,,,{'www.alibaba.com//35072'}
hikvision,,,3.0,,,,,{'www.alibaba.com//35161'}
hikvision,,,3.0,,,,,{'www.alibaba.com//35338'}
hikvision,,,1.3,,,,150.0,{'www.alibaba.com//35763'}
hikvision,,,3.0,,,,,{'www.alibaba.com//36916'}
hikvision,,,2.0,,,,,{'www.alibaba.com//37127'}
hikvision,,,3.0,,,,150.0,{'www.alibaba.com//37168'}
hikvision,,,,,,,,{'www.alibaba.com//37343'}
hikvision,sav-cm1024v,,,,,,,{'www.alibaba.com//23741'}
hikvision,sav-cm621,,1.0,,,,,{'www.alibaba.com//26409'}
howell,2v5,point & shoot,12.0,,,2.7,,"{'www.ebay.com//56946', 'www.ebay.com//56795'}"
howell,2view,point & shoot,12.0,,,2.7,,{'www.ebay.com//46100'}
howell,dc5,point & shoot,5.0,,,1.8,,"{'www.ebay.com//46274', 'www.ebay.com//57435'}"
howell,,mini digital,0.3,,,,,{'www.ebay.com//47631'}
howell,take 1,point & shoot,,,,1.5,,"{'www.ebay.com//24021', 'www.ebay.com//59203'}"
howell,wp10,point & shoot,12.0,,8.0,2.4,,{'www.ebay.com//42132'}
howell,wp16,underwater,16.0,4.0,,,,{'www.ebay.com//24492'}
howell,wp7,point & shoot,12.0,,,2.4,,"{'www.ebay.com//24102', 'www.ebay.com//24862', 'www.ebay.com//58663'}"
hp,16ch,,,,,,,{'www.alibaba.com//22852'}
hp,215,point & shoot,1.3,2.0,,1.8,,{'www.ebay.com//60018'}
hp,315,point & shoot,2.1,,,1.8,,{'www.ebay.com//59692'}
hp,318,point & shoot,2.3,,,1.8,,{'www.ebay.com//55895'}
hp,320,,2.1,4.0,,,,{'www.ebay.com//54253'}
hp,320xi,point & shoot,2.1,,,1.5,,{'www.ebay.com//60248'}
hp,435,point & shoot,3.1,5.0,,1.5,,"{'www.ebay.com//56693', 'www.ebay.com//24881', 'www.ebay.com//55449', 'www.ebay.com//43880'}"
hp,618,point & shoot,2.1,3.0,,2.0,,{'www.ebay.com//54262'}
hp,635,point & shoot,2.1,3.0,,1.6,,{'www.ebay.com//42365'}
hp,720,point & shoot,3.3,3.0,,,,{'www.ebay.com//54807'}
hp,733v,point & shoot,3.2,3.0,,1.5,,{'www.ebay.com//44767'}
hp,735,point & shoot,3.2,3.0,,1.5,,"{'www.ebay.com//55109', 'www.ebay.com//42673'}"
hp,812,point & shoot,4.1,3.0,,1.5,,{'www.ebay.com//47078'}
hp,850,point & shoot,4.1,8.0,,2.0,,{'www.ebay.com//44385'}
hp,935,point & shoot,5.3,3.0,,1.5,,"{'www.ebay.com//42837', 'www.ebay.com//47775'}"
hp,945,,5.3,,,,,{'www.ebay.com//42427'}
hp,a430,printer,5.0,3.0,,,,{'www.ebay.com//57155'}
hp,a436,,7.0,3.0,,2.5,,{'www.ebay.com//59974'}
hp,ac200,underwater,,4.0,,,,{'www.ebay.com//24176'}
hp,ac200w,,,,,,,{'www.priceme.co.nz//1919'}
hp,c200,point & shoot,1.0,,,1.8,,{'www.ebay.com//55145'}
hp,c618,digital,,3.0,,2.0,,"{'www.ebay.com//47847', 'www.ebay.com//57241'}"
hp,cb350,point & shoot,12.2,3.0,,2.7,,{'www.ebay.com//44641'}
hp,cw450t,point & shoot,12.2,4.0,,2.7,,{'www.ebay.com//24674'}
hp,d3500,,,36.0,4.0,,,"{'www.walmart.com//155', 'www.walmart.com//159'}"
hp,dv500,,,,,,55.0,{'www.alibaba.com//36150'}
hp,e317,point & shoot,5.0,1.0,,1.5,,"{'www.ebay.com//58270', 'www.ebay.com//59477', 'www.ebay.com//48504'}"
hp,e327,point & shoot,5.0,1.0,,1.8,,"{'www.ebay.com//59170', 'www.ebay.com//55928', 'www.ebay.com//58929'}"
hp,e427,,6.0,,,,,{'www.ebay.com//60671'}
hp,hp315,,2.1,,,1.8,,{'www.ebay.com//53420'}
hp,ld4710,,,,,47.0,,{'www.ebay.com//57737'}
hp,m22v,point & shoot,4.0,,,1.5,,{'www.ebay.com//44839'}
hp,m305v,point & shoot,3.2,3.0,,1.8,,{'www.ebay.com//59292'}
hp,m307,point & shoot,3.2,3.0,,1.8,,{'www.ebay.com//52866'}
hp,m407,compact,4.1,3.0,,1.8,,"{'www.ebay.com//42387', 'www.ebay.com//56469', 'www.ebay.com//58563'}"
hp,m415,point & shoot,5.2,3.0,6.0,1.5,,"{'www.ebay.com//45408', 'www.ebay.com//42207'}"
hp,m425,point & shoot,5.0,3.0,,1.7,,"{'www.ebay.com//45436', 'www.ebay.com//57102', 'www.ebay.com//46495', 'www.ebay.com//56727', 'www.ebay.com//57620'}"
hp,m425xi,point & shoot,5.0,3.0,,1.7,,{'www.ebay.com//53980'}
hp,m447,point & shoot,5.0,3.0,,2.4,,{'www.ebay.com//43832'}
hp,m447,,,,,,,{'www.ebay.com//54306'}
hp,m517,point & shoot,5.2,3.0,,2.0,,{'www.ebay.com//42764'}
hp,m525,point & shoot,6.0,3.0,,1.7,,"{'www.ebay.com//54069', 'www.ebay.com//43989', 'www.ebay.com//43025', 'www.ebay.com//60735'}"
hp,m527,point & shoot,6.0,3.0,,2.0,,{'www.ebay.com//45200'}
hp,m527,point & shoot,6.0,3.0,,2.0,,{'www.ebay.com//54528'}
hp,m547,point & shoot,6.2,3.0,,2.4,,{'www.ebay.com//47499'}
hp,m737,point & shoot,8.0,3.0,,2.5,,{'www.ebay.com//54235'}
hp,,digital frame,,,,,,{'buy.net//5926'}
hp,,,,,,,2.0,{'www.alibaba.com//22690'}
hp,,,,,,,2.0,{'www.alibaba.com//35979'}
hp,,,,,,,3.6,{'www.alibaba.com//37005'}
hp,,digital slr,14.1,36.0,,,,{'www.ebay.com//52667'}
hp,,,5.0,,,,,{'www.ebay.com//53621'}
hp,r707,point & shoot,5.1,3.0,,1.5,,"{'www.ebay.com//48621', 'www.ebay.com//47655', 'www.ebay.com//47734'}"
hp,r607,point & shoot,1.0,3.0,,1.5,,"{'www.ebay.com//45728', 'www.ebay.com//24804'}"
hp,r717,point & shoot,6.2,3.0,,1.8,,"{'www.ebay.com//48272', 'www.ebay.com//55260', 'www.ebay.com//53565', 'www.ebay.com//47433'}"
hp,r742,point & shoot,7.0,3.0,,2.5,,"{'www.ebay.com//58732', 'www.ebay.com//58096'}"
hp,r818,point & shoot,5.1,5.0,,2.0,,{'www.ebay.com//59578'}
hp,r827,point & shoot,7.4,3.0,,2.5,,{'www.ebay.com//24537'}
hp,r847,point & shoot,8.0,3.0,,3.0,,{'www.ebay.com//52645'}
hp,r927,point & shoot,8.2,3.0,8.0,3.0,,"{'www.ebay.com//60161', 'www.ebay.com//56808', 'www.ebay.com//43625'}"
hp,r927,,8.0,8.0,,,,{'www.ebay.com//44659'}
hp,r967,point & shoot,10.0,3.0,,3.0,,"{'www.ebay.com//24517', 'www.ebay.com//53815'}"
hp,t250,,16.0,20.0,,3.0,,{'www.ebay.com//44413'}
intova,cp 8,ð¦ð¸ññð¾ð²ñðµ ð·ðµñðºð°ð»ñð½ñðµ,8.0,,,,,"{'www.ebay.com//53646', 'www.ebay.com//60304'}"
intova,ic 12,point & shoot,12.0,3.0,,2.4,,"{'www.ebay.com//54455', 'www.ebay.com//47245'}"
intova,ic 500,point & shoot,5.0,,,2.5,,{'www.ebay.com//55820'}
intova,ic14,point & shoot,14.0,5.0,,2.7,,"{'buy.net//6340', 'www.ebay.com//55345', 'www.ebay.com//46529'}"
intova,ic16,underwater,16.0,5.0,,,,"{'www.ebay.com//43573', 'www.ebay.com//58007', 'www.ebay.com//52676'}"
intova,inwd-ic600,,6.0,,,,158.67,{'www.gosale.com//1063'}
jvc,dvl805u,digital video camera,,,,,,{'www.ebay.com//53465'}
jvc,e205b,,,40.0,200.0,,,{'www.price-hunt.com//872'}
jvc,em32ts,,,,,32.0,,{'www.ebay.com//57760'}
jvc,em37rf,,,,,,,{'www.ebay.com//57853'}
jvc,em42ftr,,,,,,,{'www.ebay.com//57666'}
jvc,hd-56g787,,,,,56.0,,{'www.ebay.com//58163'}
jvc,,,,,,,,{'www.ebay.com//57349'}
jvc,,,,,,,,{'www.ebay.com//57751'}
jvc,sp55m,,,,,55.0,,{'www.ebay.com//57719'}
kodak,14nx,digital slr,13.9,,,2.0,,{'www.ebay.com//45374'}
kodak,2000e,digital slr,1.1,,,,,"{'www.ebay.com//25106', 'www.ebay.com//24863'}"
kodak,az251,point & shoot,16.0,25.0,4.0,3.0,166.66,"{'www.walmart.com//156', 'www.walmart.com//160', 'www.shopmania.in//1039', 'buy.net//5411', 'www.ebay.com//58720', 'www.price-hunt.com//770', 'www.ebay.com//60138'}"
kodak,az361,bridge camera,16.2,36.0,4.0,3.0,222.26,"{'www.price-hunt.com//849', 'www.ebay.com//54684', 'www.shopmania.in//902', 'www.ebay.com//60404', 'www.ebay.com//44198', 'www.ebay.com//48552', 'www.ebay.com//53377'}"
kodak,az421,point & shoot,16.0,,,,,{'www.ebay.com//54486'}
kodak,az501,point & shoot,16.0,52.0,,,,{'www.ebay.com//54209'}
kodak,az521,digital,16.0,52.0,4.0,3.0,,"{'www.price-hunt.com//9631', 'www.walmart.com//720', 'www.ebay.com//24340', 'www.ebay.com//47537', 'www.walmart.com//799'}"
kodak,c122,point & shoot,8.1,5.0,,2.4,,{'www.ebay.com//54968'}
kodak,c123,point & shoot,12.0,5.0,5.0,2.4,,"{'www.ebay.com//48344', 'www.ebay.com//24938', 'www.ebay.com//24953', 'www.ebay.com//44360', 'www.ebay.com//52750', 'www.ebay.com//57694', 'www.ebay.com//53544', 'www.ebay.com//42343', 'www.ebay.com//23967', 'www.buzzillions.com//1022'}"
kodak,c143,point & shoot,12.0,3.0,5.0,2.7,,"{'www.ebay.com//24311', 'www.shopmania.in//945', 'www.buzzillions.com//2224', 'www.ebay.com//60199', 'www.ebay.com//24738'}"
kodak,c1450,point & shoot,14.0,5.0,,3.0,,"{'www.ebay.com//47428', 'www.ebay.com//59842', 'www.ebay.com//24490', 'www.ebay.com//42124', 'www.ebay.com//44126'}"
kodak,c15,,12.0,,,,,{'www.ebay.com//44297'}
kodak,c1505,point & shoot,12.0,5.0,5.0,2.4,,"{'www.ebay.com//23963', 'www.buzzillions.com//1777', 'www.buzzillions.com//2817', 'www.ebay.com//24941', 'www.ebay.com//24157'}"
kodak,c1505,point & shoot,12.0,,,2.4,,{'www.ebay.com//24534'}
kodak,c1530,point & shoot,14.0,3.0,5.0,3.0,,"{'www.ebay.com//45541', 'www.buzzillions.com//2503', 'www.ebay.com//43995', 'www.ebay.com//46471', 'www.ebay.com//58459', 'www.ebay.com//47364', 'www.ebay.com//53067', 'www.buzzillions.com//1809', 'www.ebay.com//58173', 'www.ebay.com//42408'}"
kodak,c1550,point & shoot,16.0,5.0,,3.0,62.07,"{'www.ebay.com//46583', 'www.ebay.com//24614', 'www.ebay.com//24253', 'www.gosale.com//627'}"
kodak,c160,point & shoot,9.2,3.0,,2.4,,"{'www.ebay.com//45068', 'www.ebay.com//56487', 'www.ebay.com//46531', 'www.ebay.com//48319'}"
kodak,c180,point & shoot,10.2,3.0,5.0,2.4,,"{'www.ebay.com//57055', 'www.ebay.com//54996', 'www.ebay.com//56534', 'www.ebay.com//58566', 'www.ebay.com//24409', 'www.buzzillions.com//1875', 'www.ebay.com//43209'}"
kodak,c182,point & shoot,12.0,3.0,5.0,3.0,82.77,"{'www.ebay.com//45652', 'www.buzzillions.com//2394', 'www.ebay.com//47767', 'www.ebay.com//45370', 'www.gosale.com//535', 'www.ebay.com//47284', 'www.ebay.com//24623'}"
kodak,c182,point & shoot,12.0,3.0,,3.0,,{'www.ebay.com//57174'}
kodak,c183,point & shoot,14.0,3.0,,3.0,,"{'www.ebay.com//45773', 'www.ebay.com//54857', 'www.ebay.com//53125', 'www.ebay.com//55383', 'www.ebay.com//59908', 'www.ebay.com//42605', 'www.ebay.com//44507'}"
kodak,c190,point & shoot,12.3,5.0,5.0,2.7,,"{'www.buzzillions.com//2340', 'www.ebay.com//42237', 'www.ebay.com//60590', 'www.ebay.com//60894', 'www.buzzillions.com//2852', 'www.ebay.com//25050', 'www.ebay.com//42159'}"
kodak,c195,point & shoot,14.0,5.0,5.0,3.0,,"{'www.ebay.com//52731', 'www.ebay.com//58214', 'www.ebay.com//60719', 'www.ebay.com//45516', 'www.ebay.com//56194', 'www.ebay.com//56233', 'www.ebay.com//42312', 'www.ebay.com//42888', 'www.ebay.com//44267', 'www.ebay.com//59470', 'www.ebay.com//42733', 'www.ebay.com//43676', 'www.ebay.com//60398', 'www.shopmania.in//1516', 'www.ebay.com//54365', 'www.buzzillions.com//2780', 'www.ebay.com//47010', 'www.ebay.com//46396', 'www.ebay.com//45118', 'www.ebay.com//45783', 'www.ebay.com//46697', 'www.ebay.com//57578', 'www.buzzillions.com//2670', 'www.ebay.com//55412', 'www.ebay.com//58296'}"
kodak,c195,,14.0,,,,,{'www.ebay.com//59769'}
kodak,c300,point & shoot,3.2,,,1.5,89.67,"{'www.ebay.com//55265', 'www.gosale.com//1031', 'www.ebay.com//42901', 'www.ebay.com//55269', 'www.ebay.com//44851', 'www.ebay.com//60356'}"
kodak,c310,point & shoot,4.0,,,1.6,,"{'www.ebay.com//45861', 'www.ebay.com//44023', 'www.ebay.com//44997', 'www.ebay.com//48561', 'www.ebay.com//42163'}"
kodak,c315,,,,,,,"{'www.ebay.com//44816', 'www.ebay.com//56935'}"
kodak,c330,point & shoot,4.0,3.0,,1.5,137.97,"{'www.ebay.com//45636', 'www.ebay.com//55835', 'www.ebay.com//59588', 'www.ebay.com//44062', 'www.ebay.com//55000', 'www.ebay.com//47713', 'www.gosale.com//872'}"
kodak,c340,point & shoot,5.0,3.0,,1.6,,"{'www.ebay.com//42688', 'www.ebay.com//59198', 'www.ebay.com//56724', 'www.ebay.com//45720', 'www.ebay.com//52912'}"
kodak,c360,point & shoot,5.0,3.0,,2.0,,"{'www.ebay.com//53091', 'www.ebay.com//60841'}"
kodak,c433,kodak,4.0,3.0,,,,{'www.ebay.com//52653'}
kodak,c513,point & shoot,5.0,3.0,,2.4,,"{'www.ebay.com//60286', 'www.ebay.com//52618', 'www.ebay.com//56886'}"
kodak,c513,point & shoot,5.0,3.0,,2.4,,{'www.ebay.com//57153'}
kodak,c530,point & shoot,5.0,,,1.5,,"{'www.ebay.com//43755', 'www.ebay.com//58079'}"
kodak,c533,point & shoot,5.0,3.0,,1.8,124.17,"{'www.ebay.com//58052', 'www.ebay.com//58705', 'www.ebay.com//52816', 'www.ebay.com//44742', 'www.gosale.com//1494', 'www.ebay.com//59034', 'www.ebay.com//60514', 'www.ebay.com//44033'}"
kodak,c533,compact,12.0,3.0,,,,"{'www.ebay.com//59460', 'www.ebay.com//53094'}"
kodak,c533,"digital camera, printer and accessories",5.0,3.0,,,,{'www.ebay.com//54135'}
kodak,c613,point & shoot,6.2,3.0,,2.4,68.99,"{'www.ebay.com//55850', 'www.ebay.com//44477', 'www.ebay.com//60726', 'www.ebay.com//59216', 'www.ebay.com//55478', 'www.ebay.com//56866', 'www.gosale.com//506', 'www.ebay.com//43836', 'www.ebay.com//58119'}"
kodak,c633,point & shoot,6.1,3.0,,2.4,,"{'www.ebay.com//24209', 'www.ebay.com//24163'}"
kodak,c643,point & shoot,6.1,3.0,,2.4,,"{'www.ebay.com//46415', 'www.ebay.com//54818', 'www.ebay.com//58528', 'www.ebay.com//58767', 'www.ebay.com//54011', 'www.ebay.com//53400', 'www.ebay.com//46876', 'www.ebay.com//44242', 'www.ebay.com//54788', 'www.ebay.com//58149', 'www.ebay.com//48087', 'www.ebay.com//47462'}"
kodak,c653,point & shoot,6.1,3.0,,2.4,,"{'www.ebay.com//58882', 'www.ebay.com//24426'}"
kodak,c703,digital slr,7.1,3.0,,2.4,,"{'www.ebay.com//57943', 'www.ebay.com//45160'}"
kodak,c713,point & shoot,7.0,3.0,,2.4,,{'www.ebay.com//25175'}
kodak,c742,digital easy share,,3.0,,,,{'www.ebay.com//54268'}
kodak,c743,point & shoot,7.1,3.0,,2.4,,"{'www.ebay.com//42866', 'www.ebay.com//52669', 'www.ebay.com//54710', 'www.ebay.com//44661', 'www.ebay.com//53207'}"
kodak,c763,point & shoot,7.1,3.0,,2.5,,"{'www.ebay.com//42589', 'www.ebay.com//42155'}"
kodak,c813,point & shoot,8.2,3.0,5.0,2.4,,"{'www.ebay.com//42968', 'www.ebay.com//24144', 'www.buzzillions.com//2636', 'www.ebay.com//43076', 'www.ebay.com//44686', 'www.ebay.com//52904', 'www.ebay.com//42090'}"
