name,sex,age,height,weight,country,sport
Anna Aleksandrovna Malyshchik (Zinchuk-),F,22.0,175.0,90.0,Belarus,Athletics
Victoria Crivelli,F,25.0,176.0,65.0,Argentina,Handball
"Thomas Allen ""Tom"" Shields",M,25.0,193.0,86.0,USA,Swimming
Danilo Caro Guarnieri,M,50.0,175.0,74.0,Colombia,Shooting
Abdulqdir Abdullayev,M,28.0,188.0,91.0,Azerbaijan,Boxing
Long Qingquan,M,25.0,150.0,56.0,China,Weightlifting
Darya Olegovna Vdovina,F,26.0,156.0,49.0,Russia,Shooting
Jessica Trengove,F,28.0,166.0,52.0,Australia,Athletics
Magda Alfredo Cazanga,F,25.0,172.0,54.0,Angola,Handball
Kayla Harrison,F,26.0,173.0,74.0,USA,Judo
Yasmany Daniel Lugo Cabrera,M,26.0,190.0,98.0,Cuba,Wrestling
Luca Haro,F,29.0,178.0,71.0,Argentina,Handball
Toader Andrei Gontaru,M,23.0,190.0,92.0,Romania,Rowing
Jeanelle Scheper,F,21.0,177.0,60.0,Saint Lucia,Athletics
Kate Jessica Kim Lee Foo Kune,F,23.0,162.0,,Mauritius,Badminton
Winny Chebet,F,25.0,152.0,48.0,Kenya,Athletics
Mario Alfonso Bran Granillo,M,26.0,168.0,64.0,Guatemala,Athletics
Charlotte Stapenhorst,F,21.0,168.0,68.0,Germany,Hockey
Eefje Muskens,F,27.0,164.0,60.0,Netherlands,Badminton
Nijel Carlos Amilfitano Amos,M,22.0,179.0,60.0,Botswana,Athletics
Lee Hyo-Hee,F,35.0,173.0,57.0,South Korea,Volleyball
Emese Judit Szsz,F,33.0,176.0,71.0,Hungary,Fencing
Martina Guiggi,F,32.0,187.0,80.0,Italy,Volleyball
Park Yong-Woo,M,22.0,186.0,80.0,South Korea,Football
Alison Young,F,29.0,182.0,70.0,UK,Sailing
Kaede Kondo,F,24.0,173.0,62.0,Japan,Basketball
Carl Dohmann,M,26.0,183.0,62.0,Germany,Athletics
Iakob Kajaia,M,22.0,187.0,130.0,Georgia,Wrestling
Seham Muhammad Ahmad El-Sawalhy,F,25.0,175.0,65.0,Egypt,Taekwondo
Altobeli Santos da Silva,M,25.0,181.0,60.0,Brazil,Athletics
Phupu Lamu Khatri,F,19.0,163.0,63.0,Nepal,Judo
Severo Jess Jurado Lpez,M,27.0,172.0,71.0,Spain,Equestrianism
Mandy Marie Brigitte Bujold,F,29.0,160.0,51.0,Canada,Boxing
Clara Espar Llaquet,F,21.0,178.0,68.0,Spain,Water Polo
Hidilyn Diaz,F,25.0,149.0,53.0,Philippines,Weightlifting
Dimitrios Koulouris,M,25.0,183.0,79.0,Greece,Swimming
Florencia Martina Habif,F,22.0,161.0,47.0,Argentina,Hockey
Miho Takahashi,F,23.0,161.0,56.0,Japan,Swimming
Monika Malik,F,22.0,162.0,51.0,India,Hockey
Isabela Maria Moreira Onyshko,F,18.0,157.0,50.0,Canada,Gymnastics
Miguel ngel Almachi Condo,M,31.0,165.0,55.0,Ecuador,Athletics
Sideris Tasiadis,M,26.0,179.0,79.0,Germany,Canoeing
Chloe Esposito,F,24.0,168.0,55.0,Australia,Modern Pentathlon
Mara Lpez de Eguilaz Zubiria,F,32.0,164.0,56.0,Spain,Hockey
Marianna Sastin,F,33.0,161.0,65.0,Hungary,Wrestling
Chouaib Bouloudinats,M,29.0,183.0,91.0,Algeria,Boxing
Massimo Fabbrizi,M,38.0,177.0,110.0,Italy,Shooting
Ashwini Ponnappa,F,26.0,165.0,59.0,India,Badminton
Darienn Ferrer Dels,M,33.0,202.0,90.0,Cuba,Volleyball
Kohei Yamashita,M,21.0,179.0,69.0,Japan,Athletics
David Miklavi,M,33.0,196.0,100.0,Slovenia,Handball
Michal D'Almeida,M,28.0,176.0,80.0,France,Cycling
Rassa Nasser,F,26.0,173.0,73.0,Cameroon,Volleyball
Jason Block,M,26.0,182.0,82.0,Canada,Swimming
lie Konki,M,24.0,170.0,52.0,France,Boxing
Kirill Gennadyevich Gerasimenko,M,19.0,175.0,64.0,Kazakhstan,Table Tennis
Shen Chen,F,26.0,171.0,62.0,China,Fencing
Glencora Ralph,F,27.0,178.0,68.0,Australia,Water Polo
Giuseppe Vicino,M,23.0,195.0,95.0,Italy,Rowing
Miesinnei Mercy Genesis,F,18.0,152.0,48.0,Nigeria,Wrestling
Friederike Mhlenkamp,F,23.0,176.0,63.0,Germany,Athletics
Govert Viergever,M,27.0,184.0,85.0,Netherlands,Rowing
Gonalo Mendes Pacincia,M,22.0,187.0,80.0,Portugal,Football
Jennifer Martins,F,27.0,179.0,76.0,Canada,Rowing
Pedro Miguel Assuno Martins,M,26.0,177.0,70.0,Portugal,Badminton
Cai Zelin,M,25.0,175.0,55.0,China,Athletics
Helen Rebecca Tucker-Jenkins,F,32.0,169.0,55.0,UK,Triathlon
Dmitry Kroyter,M,23.0,189.0,73.0,Israel,Athletics
Misaki Yamaguchi,F,26.0,165.0,60.0,Japan,Swimming
Viliame Sevaka Mata,M,24.0,196.0,106.0,Fiji,Rugby Sevens
Allan Alexander Banegas Murillo,M,22.0,180.0,76.0,Honduras,Football
Chen Shih-Chieh,M,26.0,190.0,150.0,Taiwan,Weightlifting
Gordon James Benson,M,22.0,191.0,78.0,UK,Triathlon
Mria Czakov,F,27.0,166.0,56.0,Slovakia,Athletics
Claudia Mihaela Bobocea,F,24.0,176.0,53.0,Romania,Athletics
Talita Antunes da Rocha,F,33.0,181.0,64.0,Brazil,Beach Volleyball
Marleen Maria van Iersel (-Ramond),F,28.0,178.0,68.0,Netherlands,Beach Volleyball
Hannes Ocik,M,25.0,191.0,93.0,Germany,Rowing
Lee Dae-Myeong,M,27.0,182.0,78.0,South Korea,Shooting
Ren Mengqian,F,22.0,175.0,66.0,China,Athletics
Benn Harradine,M,33.0,198.0,115.0,Australia,Athletics
Nathan Byukusenge,M,35.0,,,Rwanda,Cycling
Zhan Vensanovych Beleniuk,M,25.0,178.0,85.0,Ukraine,Wrestling
Anastasiya Ivanovna Maksimova,F,25.0,170.0,50.0,Russia,Rhythmic Gymnastics
Csar Sempere Padilla,M,32.0,182.0,86.0,Spain,Rugby Sevens
Arturo Chvez Korfiatis,M,26.0,190.0,76.0,Peru,Athletics
Clment Mignon,M,23.0,187.0,75.0,France,Swimming
Adrin Oquendo Ibez,M,26.0,189.0,87.0,Cuba,Rowing
Katrina-Lee Gorry,F,23.0,154.0,54.0,Australia,Football
Juan Manuel Cano Ceres,M,28.0,168.0,60.0,Argentina,Athletics
Sabrina D'Angelo,F,23.0,173.0,71.0,Canada,Football
Connor Jaeger,M,25.0,185.0,77.0,USA,Swimming
Su Bingtian,M,26.0,173.0,70.0,China,Athletics
Uvis Kalni,M,22.0,192.0,85.0,Latvia,Swimming
Carli Anne Lloyd (-Hollins),F,34.0,170.0,64.0,USA,Football
Fabio Aru,M,26.0,183.0,65.0,Italy,Cycling
Nazl ala Dnerta,F,25.0,173.0,69.0,Turkey,Sailing
Gustavo Cuesta Rosario,M,27.0,183.0,80.0,Dominican Republic,Athletics
Alfredo Jos Campo Vintimilla,M,23.0,192.0,90.0,Ecuador,Cycling
Eike Onnen,M,34.0,197.0,92.0,Germany,Athletics
Phillip Peter Dutton,M,52.0,168.0,68.0,USA,Equestrianism
Nehal Nabil Mohamed Elsayed Saafan,F,19.0,164.0,49.0,Egypt,Synchronized Swimming
Edus Treimanis,M,28.0,183.0,82.0,Latvia,Cycling
Liu Hao,M,27.0,189.0,79.0,China,Cycling
Dylan Bosch,M,23.0,178.0,75.0,South Africa,Swimming
Kurt Anthony Felix,M,28.0,182.0,76.0,Grenada,Athletics
Emmanuel Lucenti,M,31.0,180.0,81.0,Argentina,Judo
Ivan Stevanovi,M,34.0,193.0,105.0,Croatia,Handball
Patricia Alejandra Bermdez,F,29.0,150.0,48.0,Argentina,Wrestling
Kyle Lowry,M,30.0,183.0,93.0,USA,Basketball
Marija Vraji,F,39.0,169.0,51.0,Croatia,Athletics
Zbigniew Mateusz Baranowski,M,25.0,180.0,86.0,Poland,Wrestling
Bernadette-Cynthia Szcs,F,21.0,159.0,48.0,Romania,Table Tennis
Diego Botn Sanz de Sautuola Le Chever,M,22.0,183.0,81.0,Spain,Sailing
Elina Mykhailivna Svitolina,F,21.0,174.0,60.0,Ukraine,Tennis
Alice Ingley,F,23.0,172.0,80.0,Australia,Archery
Padasak Tanviriyavechakul,M,20.0,168.0,60.0,Thailand,Table Tennis
Fabiano Joseph Naasi,M,30.0,160.0,50.0,Tanzania,Athletics
Wu Qiong,F,27.0,167.0,59.0,China,Hockey
"Hindrik Harmannus Arnoldus ""Henk"" Grol",M,31.0,190.0,100.0,Netherlands,Judo
Nile Wilson,M,20.0,166.0,60.0,UK,Gymnastics
Louise Nelum Sandamali Sand,F,23.0,164.0,62.0,Sweden,Handball
dm Tams Telegdy,M,20.0,194.0,77.0,Hungary,Swimming
Vladislav Pavlovich Yakovlev,M,23.0,188.0,85.0,Kazakhstan,Rowing
Keesja Kaia Gofers,F,26.0,176.0,64.0,Australia,Water Polo
Sakiyo Asano,F,29.0,164.0,60.0,Japan,Hockey
Terry Bouhraoua,M,28.0,169.0,65.0,France,Rugby Sevens
Natalia del Carmen Romero Jaramillo,F,36.0,163.0,57.0,Chile,Athletics
Marina Anatolyevna Aframeyeva,F,25.0,171.0,62.0,Russia,Equestrianism
Cale Simmons,M,25.0,183.0,66.0,USA,Athletics
Alphas Leken Kishoyian,M,21.0,167.0,59.0,Kenya,Athletics
Habib de las Salas de la Rosa,M,29.0,159.0,56.0,Colombia,Weightlifting
Mohammad Sanad,M,25.0,191.0,92.0,Egypt,Handball
Michael Watt,M,29.0,178.0,79.0,Ireland,Hockey
Gal Suter,M,24.0,176.0,70.0,Switzerland,Cycling
Caroline Garcia,F,22.0,177.0,61.0,France,Tennis
Paul Pollock,M,30.0,177.0,57.0,Ireland,Athletics
Vladimir Vyacheslavovich Isakov,M,46.0,178.0,83.0,Russia,Shooting
Chen Wen-Ling,F,21.0,175.0,69.0,Taiwan,Wrestling
Gabrielle Mores da Silva,F,19.0,164.0,51.0,Brazil,Rhythmic Gymnastics
Ignacio Amadeo Martn Goenaga,M,32.0,188.0,90.0,Spain,Rugby Sevens
Nathan Flannery,M,23.0,189.0,85.0,New Zealand,Rowing
Kim Kuk-Hyang,F,17.0,149.0,39.0,North Korea,Diving
"Frederike Johanna Maria ""Femke"" Heemskerk",F,28.0,180.0,68.0,Netherlands,Swimming
Luis Carlos Martnez Mndez,M,20.0,182.0,74.0,Guatemala,Swimming
"Miraildes ""Formiga"" Maciel Mota",F,38.0,162.0,53.0,Brazil,Football
Karsten Warholm,M,20.0,187.0,78.0,Norway,Athletics
Lalita Vadimovna Milshina-Yauhleuskaya,F,52.0,158.0,64.0,Australia,Shooting
Abdul Wahab Zahiri,M,24.0,175.0,68.0,Afghanistan,Athletics
Zhanibek Alimkhanuly,M,23.0,182.0,75.0,Kazakhstan,Boxing
"Samuel Anthony ""Sam"" Mikulak",M,23.0,165.0,64.0,USA,Gymnastics
Maxemillion Kassman,M,18.0,175.0,62.0,Papua New Guinea,Taekwondo
Alexandrina Cabral Barbosa,F,30.0,175.0,62.0,Spain,Handball
Kame Ali,M,32.0,185.0,84.0,Madagascar,Athletics
Hamad Ali Mohamed A Al-Attiyah,M,21.0,193.0,89.0,Qatar,Equestrianism
Ryota Oshima,M,23.0,168.0,64.0,Japan,Football
Giovana Prado Pass,F,18.0,167.0,59.0,Brazil,Equestrianism
Luis Brethauer,M,23.0,176.0,82.0,Germany,Cycling
Natasha Monique Hastings,F,30.0,173.0,68.0,USA,Athletics
Tanel Laanme,M,26.0,183.0,95.0,Estonia,Athletics
Porntip Buranaprasertsuk,F,24.0,165.0,61.0,Thailand,Badminton
Frederik Rodenberg Madsen,M,18.0,187.0,73.0,Denmark,Cycling
Nemanja Nedovi,M,25.0,191.0,90.0,Serbia,Basketball
Romain Duguet,M,35.0,176.0,68.0,Switzerland,Equestrianism
Sabina Asenjo lvarez,F,30.0,178.0,90.0,Spain,Athletics
Mt Helebrandt,M,27.0,174.0,59.0,Hungary,Athletics
Georgia Baker,F,21.0,179.0,66.0,Australia,Cycling
Amalie Hammild Iuel,F,22.0,178.0,61.0,Norway,Athletics
Kaftien Antoine Gomis,M,36.0,185.0,70.0,France,Athletics
Juliano Ernani Malegreau Fiori,M,31.0,191.0,107.0,Brazil,Rugby Sevens
Pau Vela Maggi,M,30.0,190.0,86.0,Spain,Rowing
Pawe Koodziski,M,28.0,190.0,83.0,Poland,Sailing
Mara Gabriela Daz,F,35.0,160.0,53.0,Argentina,Cycling
Andrea Hlavkov,F,29.0,175.0,60.0,Czech Republic,Tennis
Olha Hennadivna Kharlan,F,25.0,172.0,68.0,Ukraine,Fencing
Aria Fischer,F,17.0,183.0,78.0,USA,Water Polo
Jeon Hui-Suk,F,32.0,169.0,60.0,South Korea,Fencing
Fernanda Nunes Leal Ferreira,F,31.0,163.0,58.0,Brazil,Rowing
Maria Ugolkova,F,27.0,173.0,65.0,Switzerland,Swimming
Zoi Kontogianni,F,18.0,165.0,47.0,Greece,Rhythmic Gymnastics
Maor Tiyouri,F,25.0,148.0,44.0,Israel,Athletics
Gabriela Perianu,F,22.0,187.0,80.0,Romania,Handball
Shi Jinglin,F,23.0,175.0,68.0,China,Swimming
"Michelle ""Shelley"" Pearson",F,25.0,177.0,70.0,Bermuda,Rowing
Jade Uru,M,28.0,189.0,88.0,New Zealand,Rowing
Andrs Mir Bel,M,29.0,180.0,75.0,Spain,Hockey
Lauren Kieffer,F,29.0,178.0,68.0,USA,Equestrianism
Yaime Prez Tellez,F,25.0,175.0,74.0,Cuba,Athletics
Lisa Graf,F,23.0,183.0,69.0,Germany,Swimming
Moritz Milatz,M,34.0,173.0,65.0,Germany,Cycling
Irina Gennadyevnya Yakoltsevich (-Zhuk),F,23.0,166.0,60.0,Belarus,Athletics
Kim Hye-Gyong,F,23.0,153.0,42.0,North Korea,Athletics
Joanna Jwik,F,25.0,169.0,53.0,Poland,Athletics
Agustina Paula Habif,F,24.0,165.0,55.0,Argentina,Hockey
Jennifer Oeser,F,32.0,175.0,68.0,Germany,Athletics
Hemza Haloui,M,22.0,180.0,96.0,Algeria,Wrestling
Marthe Koala,F,22.0,177.0,69.0,Burkina Faso,Athletics
Mara Branz,F,26.0,170.0,68.0,Argentina,Sailing
Zhang Xiaoxue,F,23.0,162.0,51.0,China,Hockey
Wu Jingyu,F,29.0,167.0,51.0,China,Taekwondo
Yvette Broch,F,25.0,184.0,73.0,Netherlands,Handball
Andrea Carolina Olaya Gutirrez,F,21.0,176.0,75.0,Colombia,Wrestling
Anastasiya Aleksandrovna Yatsevich,F,31.0,158.0,48.0,Belarus,Athletics
Flvia Maria de Lima,F,23.0,176.0,65.0,Brazil,Athletics
Rafith Rodrguez Lleneres,M,27.0,190.0,75.0,Colombia,Athletics
Taryn Suttie,F,25.0,183.0,103.0,Canada,Athletics
Kitione Taliga,M,23.0,186.0,87.0,Fiji,Rugby Sevens
Alexander Chen Massialas,M,22.0,188.0,81.0,USA,Fencing
Ghislaine Landry,F,28.0,163.0,65.0,Canada,Rugby Sevens
Marcelo Chierighini,M,25.0,190.0,86.0,Brazil,Swimming
Petr Frydrych,M,28.0,200.0,100.0,Czech Republic,Athletics
Lebenya Nkoka,M,33.0,,,Lesotho,Athletics
Park Hae-Mi,F,26.0,168.0,55.0,South Korea,Shooting
Semi Kunabuli Kunatani,M,25.0,192.0,98.0,Fiji,Rugby Sevens
"Joshua ""Josh"" Kelly",M,22.0,178.0,69.0,UK,Boxing
"Robert Timothy David ""Robby"" Smith",M,29.0,183.0,127.0,USA,Wrestling
Victoria Folayan,F,31.0,165.0,73.0,USA,Rugby Sevens
Nicol Ruprecht,F,23.0,170.0,55.0,Austria,Rhythmic Gymnastics
rick Estefno Torres Padilla,M,23.0,180.0,68.0,Mexico,Football
Hirooki Arai,M,28.0,180.0,62.0,Japan,Athletics
Oumou Kalsoum Tour,F,28.0,189.0,86.0,Senegal,Basketball
Maki Sakaguchi,F,27.0,158.0,56.0,Japan,Hockey
Rafael Antonio Lacayo Paladino,M,17.0,178.0,59.0,Nicaragua,Shooting
Thophile Onfroy,M,23.0,189.0,82.0,France,Rowing
Ana Mara Rendn Martnez,F,30.0,160.0,63.0,Colombia,Archery
Vitaly Vitalyevich Fokeyev,M,42.0,180.0,86.0,Russia,Shooting
Aminat Oluwafunmilayo Adeniyi,F,23.0,165.0,58.0,Nigeria,Wrestling
Maximilian Munski,M,28.0,195.0,96.0,Germany,Rowing
Margherita Magnani,F,29.0,161.0,45.0,Italy,Athletics
Haley Ruth Augello,F,21.0,157.0,54.0,USA,Wrestling
Rka Gyrgy,F,20.0,175.0,56.0,Hungary,Swimming
Choi In-Jeong,F,26.0,174.0,59.0,South Korea,Fencing
Ane Marcelle Gomes dos Santos,F,22.0,153.0,53.0,Brazil,Archery
Micah Makanamaikalani Christenson,M,23.0,198.0,86.0,USA,Volleyball
Jasmina Jankovi,F,29.0,170.0,77.0,Netherlands,Handball
Kasey Perry-Glass,F,28.0,163.0,59.0,USA,Equestrianism
Jnis mdi,M,29.0,190.0,89.0,Latvia,Beach Volleyball
Carlos Alberto Ramrez Yepes,M,22.0,178.0,65.0,Colombia,Cycling
Ray Bassil,F,27.0,175.0,65.0,Lebanon,Shooting
Kyle Stolk,M,20.0,186.0,84.0,Netherlands,Swimming
Xu Yunli,F,29.0,195.0,75.0,China,Volleyball
ngel Lpez Vzquez,M,24.0,172.0,83.0,Spain,Rugby Sevens
Antoine Duchesne,M,24.0,189.0,73.0,Canada,Cycling
Dan Froyliche,M,23.0,182.0,73.0,Israel,Sailing
Andranik Karapetyan,M,20.0,180.0,77.0,Armenia,Weightlifting
Tobias Scherbarth,M,30.0,195.0,87.0,Germany,Athletics
Dara Tamer Mahmoud Hassanien,F,20.0,169.0,59.0,Egypt,Synchronized Swimming
"Rosemary Eleanor Florence ""Rosie"" White",F,23.0,165.0,63.0,New Zealand,Football
Liu Tingting,F,26.0,178.0,77.0,China,Athletics
Jinson Johnson,M,25.0,,,India,Athletics
Thulasi Tharumalingam,M,23.0,178.0,64.0,Qatar,Boxing
Matas Carlos Schulz,M,34.0,190.0,88.0,Argentina,Handball
Silvio Heinevetter,M,31.0,194.0,99.0,Germany,Handball
Pedro Abraham Rangel Hernndez,M,27.0,192.0,85.0,Mexico,Volleyball
Dilara Lokmanhekim,F,22.0,165.0,48.0,Turkey,Judo
Shakur Stevenson,M,19.0,173.0,56.0,USA,Boxing
Leydi Yesenia Sols Arboleda,F,26.0,168.0,69.0,Colombia,Weightlifting
Bilel Al-Mhamdi,M,24.0,176.0,56.0,Tunisia,Boxing
April Elizabeth Ross,F,34.0,185.0,75.0,USA,Beach Volleyball
Eleanor Patterson,F,20.0,182.0,65.0,Australia,Athletics
Manuela Pizzo,F,24.0,177.0,73.0,Argentina,Handball
Berik Abdrakhmanov,M,30.0,165.0,60.0,Kazakhstan,Boxing
Domenico Montrone,M,30.0,189.0,97.0,Italy,Rowing
Steffi Kriegerstein,F,23.0,178.0,70.0,Germany,Canoeing
Rachel Tallent,F,23.0,167.0,54.0,Australia,Athletics
Rababe Arafi,F,25.0,167.0,52.0,Morocco,Athletics
Arisa Sato,F,27.0,164.0,52.0,Japan,Volleyball
Katherine Jane Grainger,F,40.0,183.0,78.0,UK,Rowing
Sofia Assefa Abebe,F,28.0,167.0,52.0,Ethiopia,Athletics
Emiliano Lasa Snchez,M,26.0,180.0,75.0,Uruguay,Athletics
Gao Yang,F,23.0,178.0,105.0,China,Athletics
Theresa Matauaina Fitzpatrick,F,21.0,168.0,75.0,New Zealand,Rugby Sevens
Frederik Lindbg Brsting,M,21.0,184.0,78.0,Denmark,Football
Abdulrahman Al-Faihan,M,30.0,,,Individual Olympic Athletes,Shooting
Kana Mitsugi,F,24.0,172.0,72.0,Japan,Rugby Sevens
Philipp Pflieger,M,29.0,188.0,70.0,Germany,Athletics
Muriel Coneo Paredes,F,29.0,160.0,50.0,Colombia,Athletics
Nyakisi Adero,F,30.0,,,Uganda,Athletics
Vladimer Khinchegashvili,M,25.0,170.0,57.0,Georgia,Wrestling
Rei Higuchi,M,20.0,163.0,63.0,Japan,Wrestling
Chay Crista Kerio Cullen,F,30.0,182.0,74.0,UK,Hockey
"Nwanyika Jenete C. ""Anyika"" Onuora",F,31.0,178.0,76.0,UK,Athletics
"Olivia Elizabeth ""Polly"" Powrie",F,28.0,173.0,70.0,New Zealand,Sailing
Kerron Stephon Clement,M,30.0,188.0,86.0,USA,Athletics
Elijah Motonei Manangoi,M,23.0,182.0,64.0,Kenya,Athletics
Yi Jianlian,M,28.0,213.0,113.0,China,Basketball
Benjamin Toniutti,M,26.0,183.0,73.0,France,Volleyball
"Mitchell ""Mitch"" Iles-Crevatin",M,17.0,178.0,,Australia,Shooting
Vladlena Eduardovna Bobrovnikova,F,28.0,180.0,72.0,Russia,Handball
Pedro Miguel Alves Pinotes,M,26.0,185.0,70.0,Angola,Swimming
"Alexander John ""Alex"" Gregory",M,32.0,198.0,97.0,UK,Rowing
Lisanne de Witte,F,23.0,175.0,60.0,Netherlands,Athletics
Rafael Carlos da Silva,M,29.0,203.0,160.0,Brazil,Judo
Mark English,M,23.0,187.0,76.0,Ireland,Athletics
Brandon Schuster,M,18.0,188.0,75.0,Samoa,Swimming
Luvo Manyonga,M,25.0,,,South Africa,Athletics
Sachi Mochida,F,17.0,166.0,58.0,Japan,Swimming
Cyril Graff,M,35.0,170.0,64.0,France,Shooting
Lily Isabelle Owsley,F,21.0,170.0,70.0,UK,Hockey
Chiang Hung-Chieh,M,27.0,180.0,70.0,Taiwan,Table Tennis
Natalia Rutkowska,F,25.0,162.0,56.0,Poland,Cycling
Sarah de Oliveira Nikitin,F,27.0,170.0,75.0,Brazil,Archery
Carlin Russell Isles,M,26.0,173.0,75.0,USA,Rugby Sevens
Wuta Waco Bige Dombaxi,F,30.0,180.0,92.0,Angola,Handball
Francesco Lamon,M,22.0,173.0,60.0,Italy,Cycling
Yuliya Rakhmanova,F,24.0,177.0,69.0,Kazakhstan,Athletics
Conlin McCabe,M,25.0,205.0,100.0,Canada,Rowing
Flvia Maria de Oliveira Paparella,F,34.0,156.0,46.0,Brazil,Cycling
Danny Chia,M,43.0,170.0,75.0,Malaysia,Golf
Ferenc Szekszrdi,M,36.0,178.0,79.0,Australia,Canoeing
Dipa Karmakar,F,22.0,151.0,47.0,India,Gymnastics
Juan Sebastin Cabal Valds,M,30.0,185.0,82.0,Colombia,Tennis
Cem Ylmaz,M,34.0,180.0,70.0,Turkey,Rowing
Jaime Daniel Quiyuch Castaeda,M,28.0,178.0,63.0,Guatemala,Athletics
Dilshod Nazarov,M,34.0,187.0,120.0,Tajikistan,Athletics
Monica Niculescu,F,28.0,168.0,63.0,Romania,Tennis
Jeremy Taiwo,M,26.0,193.0,91.0,USA,Athletics
Mustafa Kaya,M,24.0,164.0,65.0,Turkey,Wrestling
Ron Atias,M,21.0,170.0,58.0,Israel,Taekwondo
Mariya Mykolavna Povkh,F,27.0,166.0,64.0,Ukraine,Canoeing
Yeseida Isaid Carrillo Torres,F,22.0,168.0,52.0,Colombia,Athletics
Sandi Morris,F,24.0,173.0,62.0,USA,Athletics
Gudrun Stock,F,21.0,168.0,62.0,Germany,Cycling
Rebeca Rodrigues de Andrade,F,17.0,151.0,46.0,Brazil,Gymnastics
Gayle Broughton,F,20.0,174.0,70.0,New Zealand,Rugby Sevens
Trevor George Barry,M,33.0,190.0,77.0,Bahamas,Athletics
Shahram Mahmoudi,M,28.0,198.0,95.0,Iran,Volleyball
Cyril Tommasone,M,29.0,171.0,63.0,France,Gymnastics
William Lockwood,M,28.0,191.0,88.0,Australia,Rowing
Clare Abbott,F,30.0,167.0,58.0,Ireland,Equestrianism
Francesca Dallap,F,30.0,163.0,57.0,Italy,Diving
Ajna Evelin Ksely,F,14.0,165.0,54.0,Hungary,Swimming
Orsolya Takcs,F,31.0,190.0,83.0,Hungary,Water Polo
Ilya Anatolyevich Shtokalov,M,29.0,185.0,95.0,Russia,Canoeing
Hamza Bouras,M,28.0,170.0,73.0,Algeria,Sailing
Ihor Myronovych Shymechko,M,30.0,197.0,136.0,Ukraine,Weightlifting
Stephenie Ann McPherson,F,27.0,173.0,57.0,Jamaica,Athletics
Heather Bansley,F,28.0,170.0,66.0,Canada,Beach Volleyball
Vladimir Aleksandrovich Goncharov,M,39.0,167.0,59.0,Russia,Shooting
John dison Rodrguez Quevedo,M,25.0,205.0,102.0,Colombia,Fencing
Anthony Joseph Prez Cortesia,M,22.0,205.0,93.0,Venezuela,Basketball
Attapon Uea-Aree,M,26.0,175.0,78.0,Thailand,Shooting
Filipe Baravilala,M,21.0,170.0,74.0,Fiji,Football
"Akalaini ""Bui"" Baravilala",F,25.0,168.0,75.0,USA,Rugby Sevens
Cyrus Dean Hostetler,M,29.0,188.0,95.0,USA,Athletics
Caroline Wozniacki,F,26.0,179.0,58.0,Denmark,Tennis
Viktria Madarsz,F,31.0,158.0,44.0,Hungary,Athletics
Filip Dvok,M,28.0,189.0,89.0,Czech Republic,Canoeing
Liam Adams,M,29.0,178.0,64.0,Australia,Athletics
Christine Margaret Sinclair,F,33.0,176.0,75.0,Canada,Football
Kentin Mah,M,25.0,186.0,83.0,France,Handball
Bahar alar,F,27.0,190.0,76.0,Turkey,Basketball
Martn Ramos,M,24.0,197.0,94.0,Argentina,Volleyball
Elas Javier Malav Burgos ,M,26.0,180.0,87.0,Venezuela,Archery
Fernanda Raquel Borges Martins,F,28.0,175.0,85.0,Brazil,Athletics
Nicols Brussino,M,23.0,200.0,84.0,Argentina,Basketball
ider Orlando Arvalo Truque,M,23.0,165.0,60.0,Colombia,Athletics
Rafael Alcntara do Nascimento,M,23.0,172.0,65.0,Brazil,Football
Yousra Helmy,F,20.0,165.0,50.0,Egypt,Table Tennis
Morten Olsen,M,31.0,184.0,95.0,Denmark,Handball
Liang Xiaojing,F,19.0,156.0,48.0,China,Athletics
Abbubaker Mobara,M,22.0,175.0,64.0,South Africa,Football
Tina Miheli,F,27.0,176.0,66.0,Croatia,Sailing
Marcelle Cecilia Bouele Bondo,F,23.0,166.0,60.0,Republic of Congo,Athletics
Debora Louise Seilhamer Anadon,F,30.0,166.0,61.0,Puerto Rico,Volleyball
Ian Borrows,M,26.0,186.0,78.0,Australia,Canoeing
Zhang Nan,M,26.0,183.0,75.0,China,Badminton
Charlene Woitha,F,22.0,178.0,77.0,Germany,Athletics
Arya Nasimi Shad,M,16.0,187.0,68.0,Iran,Swimming
Eugenie Bouchard,F,22.0,178.0,58.0,Canada,Tennis
Oleksandr Yuriyovych Pielieshenko,M,22.0,170.0,85.0,Ukraine,Weightlifting
Nicole Broch Larsen,F,23.0,179.0,75.0,Denmark,Golf
Bror Mikael Tobias Karlsson,M,35.0,196.0,104.0,Sweden,Handball
Carolena Jean Carstens Salceda,F,20.0,168.0,57.0,Panama,Taekwondo
Courtney Lyn Hurley,F,25.0,173.0,80.0,USA,Fencing
Caroline Buchanan,F,25.0,165.0,68.0,Australia,Cycling
Olim Kurbanov,M,18.0,186.0,69.0,Tajikistan,Swimming
Jhonattan Vegas,M,31.0,191.0,100.0,Venezuela,Golf
Shim Jung-Sub,M,25.0,168.0,58.0,South Korea,Athletics
Mehboob Ali,M,26.0,,,Pakistan,Athletics
Danuta Kozk,F,29.0,168.0,63.0,Hungary,Canoeing
Mariam Usman,F,25.0,166.0,112.0,Nigeria,Weightlifting
Thiagus Petrus Gonalves dos Santos,M,27.0,198.0,104.0,Brazil,Handball
Nicolas d'Oriano,M,19.0,175.0,68.0,France,Swimming
