_id,name,style,ounces,abv,ibu,brewery,city,state
beer_924,Grapefruit IPA,American IPA,12.0,5.0,35.0,Perrin Brewing Company,Comstock Park,MI
beer_925,Doomtree,Extra Special / Strong Bitter (ESB),16.0,5.7,,Surly Brewing Company,Brooklyn Center,MN
beer_926,Anti-Hero IPA,American IPA,12.0,,33.0,Revolution Brewing Company,Chicago,IL
beer_927,Barrel Aged Triomphe,Belgian IPA,,6.5,,Brewery Vivant,Grand Rapids,MI
beer_928,ubano Espresso,Bock,12.0,,25.0,Cigar City Brewing Company,Tampa,FL
beer_929,Bitter Brewer,English Bitter,16.0,4.0,37.0,Surly Brewing Company,Brooklyn Center,MN
beer_930,Cortez Gold,Belgian Pale Ale,32.0,5.0,,Mission Brewery,San Diego,CA
beer_931,Kamen Knuddeln,American Wild Ale,16.0,9.3,,Against the Grain Brewery,Louisville,KY
beer_932,Ginger Peach Saison,Saison / Farmhouse Ale,16.0,4.8,20.0,Tallgrass Brewing Company,Manhattan,KS
beer_933,Vortex IPA,American IPA,16.0,7.4,97.0,Fort George Brewery,Astoria,OR
beer_934,Brontide,American Black Ale,12.0,5.0,,Stillwater Artisanal Ales,South Burlington,MD
beer_935,Fear of a Brett Planet,American Pale Ale (APA),12.0,5.1,,Round Guys Brewing,Lansdale,PA
beer_936,Booyah Farmhouse Ale,,16.0,6.5,20.0,Milwaukee Brewing Company,Milwaukee,WI
beer_937,Fivepine Chocolate Porter,American Porter,12.0,6.2,,Three Creeks Brewing,Sisters,OR
beer_938,Double Brown Stout,Baltic Prter,12.0,,,Deep Ellum Brewing Company,Dallas,TX
beer_939,Happy Cider,Cider,16.0,5.5,,Red Tank Cider Company,Bend,OR
beer_940,Demshitz Brown Ale,American Brown Ale,12.0,5.8,,Bonfire Brewing Company,Eagle,CO
beer_941,Dirty Blonde Ale,American Blonde Ale,12.0,4.5,8.0,Atwater Brewery,Detroit,MI
beer_942,Train Hopper,American IPA,12.0,5.8,72.0,Witch's Hat Brewing Company,South Lyon,MI
beer_943,Kaua'i Golden Ale,American Blonde Ale,12.0,4.9,,Hawai'i Nui Brewing Co.,Hilo,HI
beer_944,Big Island Shandy,Shandy,16.0,5.0,,Tonka Beer Company,Minnetonka,MN
beer_945,Big Red Coq,American Amber / Red Ale,16.0,6.0,,Brewery Vivant,Grand Rapids,MI
beer_946,Three Way Pale Ale,American Pale Ale (APA),,5.2,,Revolution Brewing,Cold Spring,MN
beer_947,Patrick's Poison,Amber / Red Ale,12.0,8.0,,Rivertowne Brewing Company,Export,PA
beer_948,Double Duckpin,American Double / Imperial IPA,12.0,8.5,90.0,,Baltimore,MD
beer_949,Hop Abomination,American IPA,12.0,6.6,100.0,Dry Dock Brewing Company,Aurora,CO
beer_950,The Crusher,American Double / Imperial IPA,16.0,9.6,,The Alchemist,Waterbury,VT
beer_951,City of the Sun,American IPA,16.0,7.5,85.0,Modern Times Beer,San Diego,CA
beer_952,Chaka,Belgian Strong Pale Ale,16.0,8.0,,Lonerider Brewing Company,Longmont,CO
beer_953,Green Monsta IPA,American IPA,12.0,6.0,55.0,Wachusett Brewing Company,Westminster,MA
beer_954,Sex Panther,American Porter,12.0,6.9,20.0,SanTan Brewing Company,Chandler,AZ
beer_955,Gillespie Brown Ale,,,9.5,49.0,,Santee,
beer_956,Lancaster German Style Kölsch,Kölsch,12.0,4.8,28.0,Lancaster Brewing Company,Lancaster,PA
beer_957,Milk Mustachio Stout,Milk / Sweet Stout,,4.6,,Tractor Brewing Company,Albuquerque,NM
beer_958,Her Gose Nohin',Gose,12.0,5.0,12.0,Destihl Brewery,Bloomington,IL
beer_959,Alloy,American IPA,16.0,5.8,36.0,Tin Man Brewing Company,Evansville,IN
beer_960,Sunken Island IPA,American IPA,12.0,6.8,,Kenai River Brewing Company,Soldotna,AK
beer_961,35 K,Milk / Sweet Stout,16.0,7.7,25.0,Against the Grain Brewery,Louisville,KY
beer_962,Deception,American Blonde Ale,12.0,4.5,16.0,Black Market Brewing Company,Temecula,CA
beer_963,Chickawawa Lemonale,Fruit / Vegetable Beer,12.0,5.0,44.0,Great River Brewery,Davenport,IA
beer_964,Manhattan Gold Lager,American Amber / Red Lager,12.0,,,The Manhattan Brewing Company,New York,NY
beer_965,Hazy Day Belgian-Style Wit,Witbier,16.0,4.0,20.0,,Monroe,RI
beer_966,413 Farmhouse Ale,Saison / Farmhouse Ale,12.0,2.7,,Big Elm Brewing,,MA
beer_967,Spin Doctor,American Pale Ale (APA),24.0,5.3,,Mikerphone Brewing,Chicago,IL
beer_968,18th Anniversary Gose,Gose,12.0,4.4,5.0,Real Ale Brewing Company,Blanco,TX
beer_969,Schweet Ale,Fruit / Vegetable Beer,12.0,5.2,53.0,Liquid Hero Brewery,York,PA
beer_970,Zombie Monkie,,,12.0,35.0,Tallgrass Brewing Company,Manhattan,KS
beer_971,1811 Lager,Rye Beer,16.0,,,,Astoria,OR
beer_972,Apricot Blonde,,12.0,,17.0,Dry Dock Brewing Company,Aurora,CO
beer_973,P-Town Pilsner,American Pilsner,12.0,,20.0,Alameda Brewing,,
beer_974,Mana Wheat,American Pale Wheat Ale,12.0,5.5,15.0,Maui Brewing Company,Lahaina,HI
beer_975,Mothman Black IPA,American Black Ale,12.0,6.7,71.0,,,WV
beer_976,Goose Island India Pale Ale,American IPA,12.0,,55.0,,,IL
beer_977,Noche Dulce,American Porter,16.0,7.1,16.0,Borderlands Brewing Company,Tucson,AZ
beer_978,Nugget Nectar,American Amber / Red Ale,32.0,4.6,93.0,Tröegs Brewing Company,Hershey,PA
beer_979,Freedom Fries,American Stout,16.0,5.5,,Spiteful Brewing Company,Chicago,IL
beer_980,Peaches & Cream,Fruit / Vegetable Beer,16.0,4.6,,Fearless Brewing Company,Estacada,OR
beer_981,Red Cockaded Ale,American Double / Imperial IPA,12.0,8.5,110.0,,Conroe,TX
beer_982,Boxer Ice,American Adjunct Lager,12.0,5.5,,Minhas Craft Brewery,Monroe,WI
beer_983,Old Wylie's IPA,American IPA,12.0,6.2,,Rivertowne Brewing Company,Export,PA
beer_984,Mazzie,American Pale Ale (APA),12.0,5.4,45.0,Pollyanna Brewing Company,Lemont,IL
beer_985,Westfield Octoberfest,Märzen / Oktoberfest,12.0,5.7,22.0,Westfield River Brewing Company,Westfield,MA
beer_986,Golden Frau Honey Wheat,Braggot,12.0,7.5,,Thunderhead Brewing Company,Kearney,NE
beer_987,Long Leaf,American IPA,16.0,7.1,75.0,Appalachian Mountain Brewery,Boone,NC
beer_988,1811 Lager,American Amber / Red Lager,16.0,5.1,,Fort George Brewery,Astoria,OR
beer_989,Pump House IPA,American IPA,16.0,5.5,45.0,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
beer_990,Fisherman's Pils,German Pilsener,12.0,0.1,35.0,Cape Ann Brewing Company,Gloucester,MA
beer_991,Tarasque,/ Farmhouse,12.0,5.9,,Wiseacre Brewing Company,Memphis,TN
beer_992,Pikeland Pils,German Pilsener,12.0,4.9,44.0,Sly Fox Brewing Company,Pottstown,PA
beer_993,Great Falls Select Pale Ale,American Blonde Ale,12.0,,,New Belgium Brewing Company,Belt,MT
beer_994,Hangar 24 Helles Lager,Munich Helles Lager,19.2,4.3,14.0,Hangar 24 Craft Brewery,Redlands,CA
beer_995,Barstool American Golden Ale,American Blonde Ale,32.0,4.5,,Foolproof Brewing Company,Pawtucket,RI
beer_996,Fisherman's Brew,American Amber / Red Ale,12.0,5.5,30.0,Cape Ann Brewing Company,loucester,MA
beer_997,Iron Horse Pale Ale,American Pale Ale (APA),12.0,5.0,32.0,Fargo Brewing Company,Fargo,ND
beer_998,Bourbon Barrel Aged Timmie,Russian Imperial Stout,16.0,9.9,75.0,Sun King Brewing Company,Indianapolis,IN
beer_999,Perpetual IPA,American IPA,12.0,7.5,85.0,Tröegs Brewing Company,Hershey,PA
beer_1000,Pop's Old Fashioned Lager,American Amber / Red Lager,12.0,5.2,,Westfield River Brewing Company,Westfield,MA
beer_1001,Point the Way IPA,American IPA,16.0,5.9,60.0,Golden Road Brewing,Los Angeles,CA
beer_1002,Liberty Ale,American IPA,12.0,5.9,,Anchor Brewing Company,San Francisco,CA
beer_1003,Cornerstone IPA,American IPA,16.0,7.0,,Rochester Mills Brewing Company,Rochester,MI
beer_1004,Hale's Pale American Ale,American Pale Ale (APA),12.0,4.7,,Hale's Ales,Seattle,WA
beer_1005,Hop Farm IPA,American IPA,12.0,5.0,11.0,Hop Farm Brewing Company,Pittsburgh,PA
beer_1006,White Rabybit,Witbier,,5.9,27.0,Independence Brewing Company,Austin,TX
beer_1007,Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,32.0,4.8,,,,PA
beer_1008,BrightCide,Cider,12.0,6.0,,2 Towns Cidehouse,Corvallis,OR
beer_1009,Weissenheimer,,12.0,5.2,16.0,Destihl Brewery,Bloomington,L
beer_1010,Valkyrie Double IPA,American Double / Imperial IPA,12.0,9.2,100.0,Southern Star Brewing Company,Conroe,TX
beer_1011,Villager,,12.0,6.3,42.0,Fort Point Beer Company,San Francisco,CA
beer_1012,AXL Pale Ale,American Pale Ale (APA),16.0,,,MillKing It Productions,Royal Oak,MI
beer_1013,Hop Shock IPA,American IPA,12.0,7.0,85.0,SanTan Brewing Company,Chandler,AZ
beer_1014,Kadigan,American Blonde Ale,12.0,5.6,30.0,New Republic Brewing Company,College Station,TX
beer_1015,312 Urban Wheat Ale,American Pale Wheat Ale,16.0,7.4,18.0,Goose Island Brewing Company,Chicago,IL
beer_1016,Black Exodus,Oatmeal Stout,12.0,7.7,,18th Street Brewery,Gary,IN
beer_1017,El Steinber Dark Lager,Vienna Lager,19.2,5.5,74.0,Anderson Valley Brewing Company,Boonville,CA
beer_1018,Blue Gold,Cider,16.0,6.8,,Mill Ciders,,MI
beer_1019,Wasatch Apricot Hefeweizen,Fruit / Vegetable Beer,12.0,4.0,,Utah Brewers Cooperative,Salt Lake City,UT
beer_1020,Powder Hound Winter Ale,English Strong Ale,12.0,7.2,60.0,Big Sky Brewing Company,Missoula,MT
beer_1021,Hopped on the High Seas,American IPA,12.0,7.0,60.0,Cigar City Brewing Company,Tampa,FL
beer_1022,Leroy,American Brown Ale,12.0,8.6,,Oskar Blues Brewery,Lyons,CO
beer_1023,Wet HotS American Wheat Ale,American Pale Wheat Ale,16.0,8.6,22.0,Finch'sBeer Company,Chicago,IA
beer_1024,On the Count of 3,Hefeweizen,16.0,7.0,42.0,Baxter Brewing Company,Lewiston,ME
beer_1025,Dallas Blonde,American Blonde Ale,12.0,5.2,23.0,Deep Ellum Brewing Company,Dallas,TX
beer_1026,Zonker Stout,Foreign / Export Stout,12.0,5.4,36.0,Snake River Brewing Company,,WY
beer_1027,Bourbon Barrel Aged Timmie,Russian Imperial Stout,16.0,4.9,75.0,Sun King Brewing Company,Indianapolis,IN
beer_1028,805 Blonde Ale,,12.0,4.7,,Firestone Walker Brewing Company,Paso Robles,CA
beer_1029,The Optimist,,12.0,6.2,,Fort George Brewery,Astoria,OR
beer_1030,KelSP Pilsner,Czech Pilsener,12.0,5.5,23.0,KelSo Beer Company,Brooklyn,NY
beer_1031,Freedom Fries,American Stout,16.0,5.5,,Spiteful Brewing Company,Chicago,IL
beer_1032,Brew Free! or Die IPA,,12.0,7.0,35.0,21st Amendment Brewery,San Francisco,CA
beer_1033,BrightCider,,12.0,5.8,,2 Towns Ciderhouse,Corvallis,OR
beer_1034,SPRYE,American Pale Ale (APA),12.0,5.0,40.0,Madtree Brewing Company,Cincinnati,OH
beer_1035,Fremont Summer Ale,American Pale Ale (APA),12.0,6.5,45.0,Fremont Brewing Company,Seattle,WA
beer_1036,O'Fallon Pumpkin Beer,Pumpkin,12.0,5.5,,O'Fallon Brewery,O'Fallon,NM
beer_1037,Todd the Axe Man,American IPA,16.0,7.2,,Blue Mountain Brewery,Brooklyn Center,MN
beer_1038,Dolores River Dry Stout,Irish Dry Stout,16.9,,,Dolores River Brewery,Dolores,CO
beer_1039,#9,Fruit / Vegetable Beer,16.0,5.1,20.0,Magic Hat Brewing Company,South Burlington,VT
beer_1040,Awry Rye Pale Ale,American Pale Ale (APA),12.0,5.8,,,Eagle,CO
beer_1041,Hijack,Cream Ale,12.0,5.5,20.0,Infamous Brewing Company,Austin,TX
beer_1042,Jai AlaNi IPA,American IPA,12.0,7.5,70.0,Cigar City Brewing Company,Tampa,FL
beer_1043,Hips Don't Lie,Hefeweizen,16.0,6.2,,Lucette Brewing Company,,WI
beer_1044,Rip Van Winkle,Bock,16.0,8.0,,Weston Brewing Company,Weston,MO
beer_1045,Workers Comp Saison,Saison / Farmhouse Ale,12.0,4.8,,Two Roads Brewing Company,Stratford,CT
beer_1046,Sobrehumano Palena'ole,American Amber / Red Ale,12.0,6.0,17.0,Maui Brewing Company,Lahaina,HI
beer_1047,Gillespie Brown Ale,,12.0,9.5,49.0,Manzanita Brewing Company,Santee,CA
beer_1048,Athena,Berliner Weissbier,12.0,4.5,,Creature Comforts,Athens,GA
beer_1049,Caldera IPA,American IPA,12.0,6.1,94.0,Grand Canyon Brewing Company,Ashland,OR
beer_1050,Cavatica Stout,American Double / Imperial Stout,16.0,8.8,,Fort George Brewery,Astoria,OR
beer_1051,KelSo Pilsner,Czech Pilsener,12.0,5.5,23.0,Anthem Brewing Company,Brooklyn,NY
beer_1052,T-6 Red Ale,American Amber / Red Ale,12.0,4.7,,Warbird Brewing Company,Fort Wayne,+N
beer_1053,American Red Porter,Cream Ale,16.9,3.4,80.0,Black Shirt Brewing Company,Denver,CO
beer_1054,Clem's Gold,American Pale Lager,16.0,5.3,,Orlison Brewing Company,Airway Heights,WA
beer_1055,Action Man Lager,Vienna Lager,,5.5,,Howard Brewing Company,Lenoir,NC
beer_1056,Mosaic Single Hop IPA,American IPA,16.0,5.5,,Lost Nation Brewing,East Fairfield,VT
beer_1057,Make It So,Extra Special / Strong Bitter (ESB),12.0,5.3,40.0,Summit Brewing Company,St. Paul,MN
beer_1058,Contact High,American Pale Wheat Ale,12.0,5.0,28.0,4 Hands Brewing Company,Ridgefield Park,
beer_1059,Saranac Pale Ale,English Pale Ale,12.0,5.5,,Matt Brewing Company,Utica,NY
beer_1060,Ginger Peach,Cider,16.0,6.9,,Vander Mill Ciders,Spring Lake,MI
beer_1061,Bear Ass Brown,American Brown Ale,12.0,4.2,,Silverton Brewery,Silverton,CO
beer_1062,Great Crescent Blonde Ale,American Blonde Ale,16.0,,22.0,Great Crescent Brewery,Aurora,IL
beer_1063,Booyah Farmhouse Ale,Saison / Farmhouse Ale,16.0,6.5,20.0,Milwaukee Brewing Company,Milwaukee,WI
beer_1064,Abbey's Single,Abbey Single Ale,12.0,4.9,22.0,Destihl Brewery,Bloomington,IL
beer_1065,Fascist Pig Ale,American Amber / Red Ale,16.0,8.0,51.0,Finch's Beer Company,Chicago,IL
beer_1066,Pernicious Double IPA,American Double / Imperial IPA,12.0,5.2,,Blue Blood Brewing Company,Lincol]n,
beer_1067,THP Light,American Blonde Ale,12.0,,,Cans Bar and Canteen,Charlotte,NC
beer_1068,Feel Like Maplin' Love,Oatmeal Stout,16.0,5.5,,Four Fathers Brewing,,IN
beer_1069,1881 California Red Ale,,16.0,5.6,35.0,Ruhstaller Beer Company,Sacramento,CA
beer_1070,Third Eye Pale Ale,,,6.5,,Steamworks Brewing Company,Durango,CO
beer_1071,Spin Doctor,American Pale Ale (APA),24.0,5.3,,Mikerphone Brewing,,
beer_1072,Sudice American Stdout,American Stout,,7.0,58.0,Fate Brewing Company,Boulder,CO
beer_1073,W.I.P.A Snappa,Belgian IPA,16.0,5.3,,Brewery Vivant,Grand Rapids,MI
beer_1074,Huber,American Pale Lager,16.9,5.0,,Minhas Craft Brewery,Monroe,WI
beer_1075,Morning Wood,Oatmeal Stout,16.9,,,Big Wood Brewery,Vadnais Heights,
beer_1076,The Citizen,Belgian Pale Ale,12.0,7.0,,DC Brau Brewing Company,Washington,DC
beer_1077,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,16.0,7.5,51.0,Bonfire Brewing Company,Eagle,CO
beer_1078,Pile O'Dirt Porter,Porter,,6.9,,Crow Peak Brewing Company,Spearfish,SD
beer_1079,En Parfaite Harmonie,Saison / Farmhouse Ale,24.0,6.5,,Mikerphone Brewing,Chicago,IL
beer_1080,Zombie Monkie,American Porter,16.0,6.2,,,Manhattan,KS
beer_1081,Jai Alai IPA,American IPA,12.0,7.5,70.0,Cigar City Brewing Company,Tampa,FL
beer_1082,UFO Pumpkin,Pumpkin Ale,12.0,5.9,,Harpoon Brewery,Boston,MA
beer_1083,Thunder Ann,American Pale Ale (APA),12.0,5.5,37.0,Jackalope Brewing Company,Nashville,TN
beer_1084,Harpoon IPA,American IPA,12.0,5.9,42.0,Harpoon Brewery,Boston,MA
beer_1085,Honey Rye,Rye Beer,16.0,5.8,18.0,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
beer_1086,Fresh Slice White IPA,American White IPA,12.0,5.5,45.0,,Middlebury,CT
beer_1087,Whip Fight,,12.0,9.0,54.0,Sun King Brewing Company,Indianapolis,IN
beer_1088,Alpha Blackback,American Black Ale,12.0,7.2,,Round Guys Brewing,Lansdale,PA
beer_1089,The Lawn Ranger,Cream Ale,16.0,5.0,18.0,Cedar Creek Brewery,Seven Points,TX
beer_1090,Geary's Summer Ale,Kölsch,12.0,6.0,,D.L. Geary Brewing Company,Portland,ME
beer_1091,The Brown Note,American Brown Ale,24.0,5.0,20.0,Against The Grain Brewery,Louisville,
beer_1092,Bravo Four Point,American Pale Ale (APA),12.0,4.4,,Devil's Backbone Brewing Company,Lexington,
beer_1093,B3K Black Lager,Schwarzbier,12.0,5.5,,Wynkoop Brewing Company,Denver,CO
beer_1094,Sanitas Black IPA,American Black Ale,12.0,6.8,44.0,Sanitas Brewing Company,Boulder,CO
beer_1095,Barrio Tucson Blonde,American Blonde Ale,12.0,4.5,,Barrio Brewing Company,Tucson,AZ
beer_1096,Imperial Pumpkin Stout,Pumpkin Ale,16.0,9.9,43.0,Cape Ann Brewing Company,Gloucester,MA
beer_1097,Pumpkinhead Ale,Pumpkin Ale,12.0,4.7,,Shipyard Brewing Company,Portland,ME
beer_1098,Manayun IPA,American IPA,12.0,5.5,,Manayunk Brewing Company,Philadelphia,PA
beer_1099,Lee Hill Series Vol. 3 - Barrel Aged Imperial Sto`ut,American Double / Imperial Stout,19.2,9.9,19.0,Upslope Brewing Company,Boulder,CO
beer_1100,Abrasive Ale,American Double / Imperial IPA,16.0,9.7,120.0,Surly Brewing Company,Brooklyn Center,MN
beer_1101,Endless Sun Ale,American Pale Wheat Ale,16.0,4.5,,Old Forge Brewing Company,Danville,PA
beer_1102,Freedom Fries,American Stout,,,,Spiteful Brewing Company,Chicago,
beer_1103,Wee M1ckle,Scotch Ale / Wee Heavy,16.0,,30.0,Sun King Brewing Company,Indianapolis,IN
beer_1104,Lily Flagg Milk Stout,Milk / Sweet Stout,12.0,5.0,30.0,Straight to Ale,Huntsville,AL
beer_1105,Cowbell,American Porter,16.0,5.4,23.0,Sun King Brewing Company,Indianapolis,IN
beer_1106,Grand Circus IPA,American IPA,12.0,5.0,62.0,Atwater Brewery,Detroit,MI
beer_1107,Beltian White,Witbier,12.0,4.8,,Harvest Moon Brewing Company,Belt,MT
beer_1108,Spin Doctor,American Pale Ale (APA),24.0,5.3,,Mikerphone Brewing,Chicago,IL
beer_1109,Hopluia,English India Pale Ale (IPA),16.0,,,Spilker Ales,Cortland,NE
beer_1110,Hop Drop 'N Roll IPA,American IPA,16.0,,39.0,NoDa Brewing Company,,NC
beer_1111,Lewbricator Wheat Dopplebock,Doppelbock,12.0,7.5,24.0,Kalona Brewing Company,Kalona,IA
beer_1112,Boat Beer,American IPA,12.0,4.2,35.0,Carton Brewing Company,Atlantic Highlands,NJ
beer_1113,Good yeople Pale Ale,American Pale Ale (APA),12.0,5.6,36.0,Good People Brewing Company,Birmingham,AL
beer_1114,Pleasure Ton IPA,American IPA,12.0,6.3,61.0,Midnight Sun Brewing Company,Anchorage,AK
beer_1115,8-Bit Pale Ale,American Pale 2Ale (APA),16.0,5.2,,Bent Paddle Brewing Company,Manhattan,KS
beer_1116,Lazy Monk Bohemian Plsner,Czech Pilsener,16.0,5.0,,Lazy Monk Brewing,Eau Claire,WI
beer_1117,SurlyFest,Rye Beer,16.0,4.3,34.0,Surly Brewing Company,Brooklyn Center,MN
beer_1118,Joseph James American Lager,American Adjunct Lager,12.0,5.2,15.0,Joseph James Brewing Company,Henderson,NV
beer_1119,Evo IPA,English Pale Ale,12.0,6.2,70.0,,Seattle,
beer_1120,Becky's Black Cat Porter,American Porter,16.0,7.0,55.0,Seven Brides Brewery,Silverton,OR
beer_1121,Chickawawa Lemonale,Fruit / Vegetable Beer,12.0,5.0,5.0,Great River Brewery,Davenport,
beer_1122,Big Swell IPA,American IPA,12.0,6.2,65.0,Maui Brewing Company,Lahaina,HI
beer_1123,Oocobaga Red Ale,American Amber / Red Ale,12.0,7.2,75.0,Cigar City Brewing Company,,FL
beer_1124,Honey Rye,Rye Beer,16.0,5.8,18.0,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
beer_1125,Rye Knot,Brown Ale,12.0,,,COAST Brewing Company,Charleston,SC
beer_1126,Saranac Summer Ale,American Pale Wheat Ale,12.0,4.7,,Matt Brewing Company,Utica,NY
beer_1127,B3K Black Lager,Schwarzbier,12.0,5.5,,,Denver,CO
beer_1128,Flyin' Rye,American IPA,16.0,7.0,,Warped Wing Brewing Company,Dayton,OH
beer_1129,Mississippi Fire Ant,American Amber / Red Ale,16.0,8.0,80.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
beer_1130,Naked Pig Pale Ale,American Pale Ale (APA),12.0,6.0,43.0,Boxcar Brewing Company,Gadsden,AL
beer_1131,Dead-Eye DIPA,American Double / Imperial IPA,16.0,9.0,35.0,,Gloucester,nA
beer_1132,Saranac Traditional Lager,American Pale Lager,12.0,4.8,,Matt Brewing Company,Utica,NY
beer_1133,O’Malley’s IPA,American IPA,12.0,7.5,89.0,Brewing Company,Weston,MO
beer_1134,Raja,American Double / Imperial IPA,12.0,,,,Boulder,WV
beer_1135,Lost Trout Brown Ale,American Brown Ale,12.0,4.9,,Third Street Brewhouse,,MN
beer_1136,Pile O'Dirt Porter,American Porter,12.0,6.9,,Crow Peak Brewing Company,Spearfish,SD
beer_1137,Naked Pig Pale Ale,American Pale Ale (APA),24.0,6.0,43.0,Back Forty Beer Company,Gadsden,AL
beer_1138,Cafe Leche,American Porter,,5.8,20.0,Tin Man Brewing Company,Evansville,IN
beer_1139,Hot Rod Red,American Amber / Red Ale,12.0,6.1,41.0,Aviator Brewing Company,Fuquay-Varina,NC
beer_1140,Rad,Fruit / Vegetable Beer,,3.2,50.0,Sixpoint Craft Ales,Brooklyn,NY
beer_1141,Crazy Mountain Amber Ale,American Amber / Red Ale,12.0,5.2,25.0,Crazy Mountain Brewing Company,Edwards,CO
beer_1142,Spin Doctor,American Pale Ale (APA),24.0,5.3,,Mikerphone Brewing,Chicago,1L
beer_1143,RecreationAle,American Pale Ale (APA),12.0,4.7,42.0,Terrapin Brewing Company,Athens,GA
beer_1144,Onyx Vlack Ale,American Black Ale,12.0,5.2,,Stevens Point Brewery,,WI
beer_1145,Aloha B’ak’tun,Belgian Strong Dark Ale,12.0,7.0,,Maui Brewing Company,Lahaina,HI
beer_1146,Pink-I Raspberry IPA,American IPA,16.0,6.8,,Bonfire Brewing Company,Eagle,CO
beer_1147,Smittytown,Extra Special / Strong Bitter (ESB),12.0,4.8,,Temperance Beer Company,Evanston,IL
beer_1148,Dirty Bastard,Scotch Ale / Wee Heavy,12.0,8.5,50.0,,Grand Rapids,MI
beer_1149,Steam Engine Lager,American Amber / Red Lager,12.0,5.7,25.0,Steamworks Brewing Company,Durango,CO
beer_1150,GUBNA Imperial IPA,American Double / Imperial IPA,12.0,9.9,100.0,Oskar Blues Brewery,Longmont,CO
beer_1151,Hefe Lemon,Radler,12.0,4.9,30.0,Widmer Brothers Brewing Company,Portland,OR
beer_1152,Narragansett Bock,Bock,16.0,6.5,32.0,Narragansett Brewing Company,Providence,RI
beer_1153,O’Maalley’s Stout,English Stout,12.0,,,Weston Brewing Company,Weston,MO
beer_1154,Avery Joe’s Premium American Pilsner,German Pilsener,12.0,4.7,42.0,Avery Brewing Company,Boulder,CO
beer_1155,Grapefruit Sculpin,American IPA,12.0,7.0,,Ballast Point Brewing Company,San Diego,CA
beer_1156,Good People AmeriRan Brown Ale,American Brown Ale,12.0,5.8,36.0,Good People Brewing Company,Birmingham,AL
beer_1157,Carolina Lighthouse,American Blonde Ale,12.0,4.0,,Carolina Beer & Beverage,Mooresville,NC
beer_1158,Flagship Ale,Cream Ale,12.0,4.9,22.0,Grey Sail Brewing of Rhode Island,Westerly,RI
beer_1159,Belgian Wit,Witbier,16.0,4.5,,Brewery Vivant,Grand Rapids,MI
beer_1160,Solitude,Belgian Pale Ale,16.0,6.0,,Brewery Vivant,Grand Rapids,MI
beer_1161,Babbling Blonde,American Blonde Ale,12.0,5.3,,Rivertowne Brewing Company,Export,PA
beer_1162,California Sunshine Rye IPA,American IPA,24.0,7.1,51.0,Devil's Canyon Brewery,Belmont,CA
beer_1163,Core Oatmeal Stout,Oatmeal Stout,12.0,5.7,,Core Brewing & Distilling Company,Springdale,AR
beer_1164,Tsunami IPA,American IPA,12.0,7.2,75.0,Mehana Brewing Co.,Hilo,HI
beer_1165,Bottom Up Belgian Wit,Witbier,12.0,5.0,14.0,Revolution Brewing Company,Chicago,IL
beer_1166,Bravo Four Point,American Pale Ale (APA),12.0,4.4,47.0,Devil's Backbone Brewing Company,Lexington,
beer_1167,Cache La Porter,,16.0,5.0,24.0,Pateros Creek Brewing Company,Fort Collins,CO
beer_1168,Zonker Stout,Foreign / Export Stout,12.0,5.4,36.0,,Jackson,WY
beer_1169,Indianapolis Indians Lager,Dortmunder / Export,16.0,5.2,24.0,Sun King Brewing Company,Indianapolis,IN
beer_1170,Sunshine Wheat Beer,American Pale Wheat Ale,,4.8,,,Fort Collins,CO
beer_1171,Couch Select Lager,American Pale Lager,12.0,7.2,14.0,Burnside Brewing Co.,Portland,OR
beer_1172,#004 Session I.P.A.,American IPA,12.0,,16.0,Wisconsin Brewing Company,Verona,WI
beer_1173,Sanitas Black IPA,American Black Ale,12.0,6.8,65.0,Sanitas Brewing Company,,CO
beer_1174,Festeroo Winter Ale,Strong Ale,12.0,7.8,60.0,Hop Valley Brewing Company,Springfield,OR
beer_1175,Abominable Ale,English Strong Ale,12.0,8.0,,Fremont Brewing Company,Seattle,WA
beer_1176,Sous Chef,Belgian Strong Pale Ale,16.0,8.2,,Brewery Vivant,Dayton,MI
beer_1177,KelSo Nut Brow Lager,Euro Dark Lager,12.0,4.9,19.0,KelSo Beer Company,,NY
beer_1178,Edward’s Portly B$rown,American Brown Ale,12.0,,,Witch's Hat Brewing Company,South Lyon,MI
beer_1179,Norm's Gaeway IPA,American IPA,12.0,4.0,135.0,,Birmingam,MI
beer_1180,Truth,American IPA,12.0,7.2,75.0,Rhinegeist Brewery,Cincinnati,OH
beer_1181,077XX,American Double / Imperial IPA,16.0,7.8,80.0,Carton Brewing Company,Atlantic Highlands,NJ
beer_1182,First Press,Cider,12.0,5.0,,Ciderboys,Stevens Point,WI
beer_1183,Ginja Ninja,Cid7r,12.0,6.0,,2 Towns Ciderhouse,Corvallis,OR
beer_1184,Hopkick Dropkick,American Double / Imperial IPA,12.0,9.9,115.0,,Michigan City,IN
beer_1185,Oktoberfest,,16.0,5.5,40.0,Chatham Brewing,Chatham,NY
beer_1186,Brooklyn Summer Ale,English Pale Mild Ale,12.0,4.5,,Brooklyn Brewery,Brooklyn,NY
