l_id,r_id
beer_1557,beer_3645
beer_1757,beer_1890
beer_1757,beer_3638
beer_1757,beer_3645
beer_1890,beer_3638
beer_1890,beer_3645
beer_3638,beer_3645
beer_1383,beer_1689
beer_1383,beer_2139
beer_1383,beer_3032
beer_1383,beer_3642
beer_1383,beer_4851
beer_1383,beer_5012
beer_1383,beer_5054
beer_1689,beer_2139
beer_1689,beer_3032
beer_1689,beer_3642
beer_1689,beer_4851
beer_1689,beer_5012
beer_1689,beer_5054
beer_2139,beer_3032
beer_2139,beer_3642
beer_2139,beer_4851
beer_2139,beer_5012
beer_2139,beer_5054
beer_3032,beer_3642
beer_3032,beer_4851
beer_3032,beer_5012
beer_3032,beer_5054
beer_3642,beer_4851
beer_3642,beer_5012
beer_3642,beer_5054
beer_4851,beer_5012
beer_4851,beer_5054
beer_5012,beer_5054
beer_33,beer_995
beer_33,beer_1424
beer_33,beer_2773
beer_33,beer_3382
beer_33,beer_4551
beer_33,beer_4743
beer_33,beer_5162
beer_995,beer_1424
beer_995,beer_2773
beer_995,beer_3382
beer_995,beer_4551
beer_995,beer_4743
beer_995,beer_5162
beer_1424,beer_2773
beer_1424,beer_3382
beer_1424,beer_4551
beer_1424,beer_4743
beer_1424,beer_5162
beer_2773,beer_3382
beer_2773,beer_4551
beer_2773,beer_4743
beer_2773,beer_5162
beer_3382,beer_4551
beer_3382,beer_4743
beer_3382,beer_5162
beer_4551,beer_4743
beer_4551,beer_5162
beer_4743,beer_5162
beer_1319,beer_2823
beer_1075,beer_1942
beer_1075,beer_2606
beer_1075,beer_3307
beer_1075,beer_4703
beer_1942,beer_2606
beer_1942,beer_3307
beer_1942,beer_4703
beer_2606,beer_3307
beer_2606,beer_4703
beer_3307,beer_4703
beer_2260,beer_2327
beer_2260,beer_2710
beer_2260,beer_3720
beer_2260,beer_4447
beer_2260,beer_4448
beer_2260,beer_5258
beer_2327,beer_2710
beer_2327,beer_3720
beer_2327,beer_4447
beer_2327,beer_4448
beer_2327,beer_5258
beer_2710,beer_3720
beer_2710,beer_4447
beer_2710,beer_4448
beer_2710,beer_5258
beer_3720,beer_4447
beer_3720,beer_4448
beer_3720,beer_5258
beer_4447,beer_4448
beer_4447,beer_5258
beer_4448,beer_5258
beer_2,beer_436
beer_2,beer_903
beer_2,beer_1444
beer_2,beer_3030
beer_2,beer_4017
beer_2,beer_4777
beer_2,beer_5395
beer_436,beer_903
beer_436,beer_1444
beer_436,beer_3030
beer_436,beer_4017
beer_436,beer_4777
beer_436,beer_5395
beer_903,beer_1444
beer_903,beer_3030
beer_903,beer_4017
beer_903,beer_4777
beer_903,beer_5395
beer_1444,beer_3030
beer_1444,beer_4017
beer_1444,beer_4777
beer_1444,beer_5395
beer_3030,beer_4017
beer_3030,beer_4777
beer_3030,beer_5395
beer_4017,beer_4777
beer_4017,beer_5395
beer_4777,beer_5395
beer_2113,beer_2537
beer_2113,beer_4126
beer_2537,beer_4126
beer_1040,beer_1489
beer_1040,beer_1768
beer_1040,beer_2038
beer_1040,beer_3103
beer_1040,beer_3375
beer_1040,beer_4224
beer_1040,beer_4459
beer_1489,beer_1768
beer_1489,beer_2038
beer_1489,beer_3103
beer_1489,beer_3375
beer_1489,beer_4224
beer_1489,beer_4459
beer_1768,beer_2038
beer_1768,beer_3103
beer_1768,beer_3375
beer_1768,beer_4224
beer_1768,beer_4459
beer_2038,beer_3103
beer_2038,beer_3375
beer_2038,beer_4224
beer_2038,beer_4459
beer_3103,beer_3375
beer_3103,beer_4224
beer_3103,beer_4459
beer_3375,beer_4224
beer_3375,beer_4459
beer_4224,beer_4459
beer_637,beer_810
beer_637,beer_1482
beer_637,beer_1527
beer_637,beer_1671
beer_637,beer_2059
beer_637,beer_3208
beer_810,beer_1482
beer_810,beer_1527
beer_810,beer_1671
beer_810,beer_2059
beer_810,beer_3208
beer_1482,beer_1527
beer_1482,beer_1671
beer_1482,beer_2059
beer_1482,beer_3208
beer_1527,beer_1671
beer_1527,beer_2059
beer_1527,beer_3208
beer_1671,beer_2059
beer_1671,beer_3208
beer_2059,beer_3208
beer_685,beer_1113
beer_685,beer_1282
beer_685,beer_1456
beer_685,beer_2981
beer_685,beer_4226
beer_1113,beer_1282
beer_1113,beer_1456
beer_1113,beer_2981
beer_1113,beer_4226
beer_1282,beer_1456
beer_1282,beer_2981
beer_1282,beer_4226
beer_1456,beer_2981
beer_1456,beer_4226
beer_2981,beer_4226
beer_629,beer_966
beer_629,beer_1338
beer_629,beer_1565
beer_629,beer_3624
beer_629,beer_4980
beer_966,beer_1338
beer_966,beer_1565
beer_966,beer_3624
beer_966,beer_4980
beer_1338,beer_1565
beer_1338,beer_3624
beer_1338,beer_4980
beer_1565,beer_3624
beer_1565,beer_4980
beer_3624,beer_4980
beer_1413,beer_1898
beer_1413,beer_3288
beer_1413,beer_4318
beer_1413,beer_4770
beer_1898,beer_3288
beer_1898,beer_4318
beer_1898,beer_4770
beer_3288,beer_4318
beer_3288,beer_4770
beer_4318,beer_4770
beer_4435,beer_4970
beer_351,beer_2878
beer_351,beer_2923
beer_351,beer_3047
beer_351,beer_4873
beer_2878,beer_2923
beer_2878,beer_3047
beer_2878,beer_4873
beer_2923,beer_3047
beer_2923,beer_4873
beer_3047,beer_4873
beer_994,beer_3268
beer_994,beer_3795
beer_994,beer_4142
beer_994,beer_4416
beer_994,beer_4844
beer_994,beer_5133
beer_3268,beer_3795
beer_3268,beer_4142
beer_3268,beer_4416
beer_3268,beer_4844
beer_3268,beer_5133
beer_3795,beer_4142
beer_3795,beer_4416
beer_3795,beer_4844
beer_3795,beer_5133
beer_4142,beer_4416
beer_4142,beer_4844
beer_4142,beer_5133
beer_4416,beer_4844
beer_4416,beer_5133
beer_4844,beer_5133
beer_308,beer_344
beer_308,beer_2440
beer_308,beer_5410
beer_344,beer_2440
beer_344,beer_5410
beer_2440,beer_5410
beer_5063,beer_5257
beer_5063,beer_5390
beer_5257,beer_5390
beer_527,beer_539
beer_527,beer_944
beer_527,beer_1481
beer_527,beer_2680
beer_527,beer_3284
beer_527,beer_3387
beer_527,beer_5320
beer_539,beer_944
beer_539,beer_1481
beer_539,beer_2680
beer_539,beer_3284
beer_539,beer_3387
beer_539,beer_5320
beer_944,beer_1481
beer_944,beer_2680
beer_944,beer_3284
beer_944,beer_3387
beer_944,beer_5320
beer_1481,beer_2680
beer_1481,beer_3284
beer_1481,beer_3387
beer_1481,beer_5320
beer_2680,beer_3284
beer_2680,beer_3387
beer_2680,beer_5320
beer_3284,beer_3387
beer_3284,beer_5320
beer_3387,beer_5320
beer_259,beer_885
beer_259,beer_1961
beer_259,beer_2546
beer_259,beer_4536
beer_259,beer_4579
beer_259,beer_5164
beer_885,beer_1961
beer_885,beer_2546
beer_885,beer_4536
beer_885,beer_4579
beer_885,beer_5164
beer_1961,beer_2546
beer_1961,beer_4536
beer_1961,beer_4579
beer_1961,beer_5164
beer_2546,beer_4536
beer_2546,beer_4579
beer_2546,beer_5164
beer_4536,beer_4579
beer_4536,beer_5164
beer_4579,beer_5164
beer_2350,beer_3931
beer_2350,beer_4522
beer_3931,beer_4522
beer_180,beer_3254
beer_180,beer_3690
beer_180,beer_4243
beer_3254,beer_3690
beer_3254,beer_4243
beer_3690,beer_4243
beer_945,beer_1800
beer_945,beer_2609
beer_945,beer_3562
beer_1800,beer_2609
beer_1800,beer_3562
beer_2609,beer_3562
beer_322,beer_1582
beer_322,beer_1996
beer_322,beer_2187
beer_322,beer_3911
beer_322,beer_3988
beer_322,beer_4515
beer_1582,beer_1996
beer_1582,beer_2187
beer_1582,beer_3911
beer_1582,beer_3988
beer_1582,beer_4515
beer_1996,beer_2187
beer_1996,beer_3911
beer_1996,beer_3988
beer_1996,beer_4515
beer_2187,beer_3911
beer_2187,beer_3988
beer_2187,beer_4515
beer_3911,beer_3988
beer_3911,beer_4515
beer_3988,beer_4515
beer_364,beer_1309
beer_364,beer_2801
beer_364,beer_2853
beer_364,beer_3033
beer_364,beer_3051
beer_364,beer_3410
beer_364,beer_3586
beer_1309,beer_2801
beer_1309,beer_2853
beer_1309,beer_3033
beer_1309,beer_3051
beer_1309,beer_3410
beer_1309,beer_3586
beer_2801,beer_2853
beer_2801,beer_3033
beer_2801,beer_3051
beer_2801,beer_3410
beer_2801,beer_3586
beer_2853,beer_3033
beer_2853,beer_3051
beer_2853,beer_3410
beer_2853,beer_3586
beer_3033,beer_3051
beer_3033,beer_3410
beer_3033,beer_3586
beer_3051,beer_3410
beer_3051,beer_3586
beer_3410,beer_3586
beer_92,beer_429
beer_92,beer_1708
beer_92,beer_2347
beer_92,beer_4881
beer_429,beer_1708
beer_429,beer_2347
beer_429,beer_4881
beer_1708,beer_2347
beer_1708,beer_4881
beer_2347,beer_4881
beer_1521,beer_1641
beer_1521,beer_2435
beer_1521,beer_2640
beer_1521,beer_3025
beer_1521,beer_3278
beer_1641,beer_2435
beer_1641,beer_2640
beer_1641,beer_3025
beer_1641,beer_3278
beer_2435,beer_2640
beer_2435,beer_3025
beer_2435,beer_3278
beer_2640,beer_3025
beer_2640,beer_3278
beer_3025,beer_3278
beer_158,beer_1302
beer_158,beer_2137
beer_158,beer_4816
beer_1302,beer_2137
beer_1302,beer_4816
beer_2137,beer_4816
beer_71,beer_1311
beer_71,beer_3705
beer_71,beer_4092
beer_1311,beer_3705
beer_1311,beer_4092
beer_3705,beer_4092
beer_866,beer_1386
beer_866,beer_5262
beer_866,beer_5269
beer_866,beer_5351
beer_1386,beer_5262
beer_1386,beer_5269
beer_1386,beer_5351
beer_5262,beer_5269
beer_5262,beer_5351
beer_5269,beer_5351
beer_2622,beer_5018
beer_440,beer_2613
beer_440,beer_3224
beer_440,beer_3229
beer_440,beer_3733
beer_440,beer_4066
beer_440,beer_4379
beer_440,beer_4651
beer_2613,beer_3224
beer_2613,beer_3229
beer_2613,beer_3733
beer_2613,beer_4066
beer_2613,beer_4379
beer_2613,beer_4651
beer_3224,beer_3229
beer_3224,beer_3733
beer_3224,beer_4066
beer_3224,beer_4379
beer_3224,beer_4651
beer_3229,beer_3733
beer_3229,beer_4066
beer_3229,beer_4379
beer_3229,beer_4651
beer_3733,beer_4066
beer_3733,beer_4379
beer_3733,beer_4651
beer_4066,beer_4379
beer_4066,beer_4651
beer_4379,beer_4651
beer_37,beer_48
beer_37,beer_243
beer_37,beer_481
beer_37,beer_1462
beer_37,beer_1784
beer_37,beer_2757
beer_37,beer_3117
beer_37,beer_3411
beer_48,beer_243
beer_48,beer_481
beer_48,beer_1462
beer_48,beer_1784
beer_48,beer_2757
beer_48,beer_3117
beer_48,beer_3411
beer_243,beer_481
beer_243,beer_1462
beer_243,beer_1784
beer_243,beer_2757
beer_243,beer_3117
beer_243,beer_3411
beer_481,beer_1462
beer_481,beer_1784
beer_481,beer_2757
beer_481,beer_3117
beer_481,beer_3411
beer_1462,beer_1784
beer_1462,beer_2757
beer_1462,beer_3117
beer_1462,beer_3411
beer_1784,beer_2757
beer_1784,beer_3117
beer_1784,beer_3411
beer_2757,beer_3117
beer_2757,beer_3411
beer_3117,beer_3411
beer_205,beer_1974
beer_205,beer_3846
beer_205,beer_4255
beer_1974,beer_3846
beer_1974,beer_4255
beer_3846,beer_4255
beer_64,beer_548
beer_64,beer_2058
beer_64,beer_2309
beer_64,beer_2796
beer_64,beer_4726
beer_548,beer_2058
beer_548,beer_2309
beer_548,beer_2796
beer_548,beer_4726
beer_2058,beer_2309
beer_2058,beer_2796
beer_2058,beer_4726
beer_2309,beer_2796
beer_2309,beer_4726
beer_2796,beer_4726
beer_194,beer_865
beer_194,beer_1204
beer_194,beer_2208
beer_194,beer_2643
beer_194,beer_3333
beer_194,beer_3502
beer_194,beer_4239
beer_194,beer_4282
beer_865,beer_1204
beer_865,beer_2208
beer_865,beer_2643
beer_865,beer_3333
beer_865,beer_3502
beer_865,beer_4239
beer_865,beer_4282
beer_1204,beer_2208
beer_1204,beer_2643
beer_1204,beer_3333
beer_1204,beer_3502
beer_1204,beer_4239
beer_1204,beer_4282
beer_2208,beer_2643
beer_2208,beer_3333
beer_2208,beer_3502
beer_2208,beer_4239
beer_2208,beer_4282
beer_2643,beer_3333
beer_2643,beer_3502
beer_2643,beer_4239
beer_2643,beer_4282
beer_3333,beer_3502
beer_3333,beer_4239
beer_3333,beer_4282
beer_3502,beer_4239
beer_3502,beer_4282
beer_4239,beer_4282
beer_254,beer_675
beer_254,beer_4640
beer_254,beer_5128
beer_675,beer_4640
beer_675,beer_5128
beer_4640,beer_5128
beer_2186,beer_2504
beer_2186,beer_3026
beer_2186,beer_3736
beer_2186,beer_3787
beer_2186,beer_3976
beer_2186,beer_5030
beer_2186,beer_5154
beer_2504,beer_3026
beer_2504,beer_3736
beer_2504,beer_3787
beer_2504,beer_3976
beer_2504,beer_5030
beer_2504,beer_5154
beer_3026,beer_3736
beer_3026,beer_3787
beer_3026,beer_3976
beer_3026,beer_5030
beer_3026,beer_5154
beer_3736,beer_3787
beer_3736,beer_3976
beer_3736,beer_5030
beer_3736,beer_5154
beer_3787,beer_3976
beer_3787,beer_5030
beer_3787,beer_5154
beer_3976,beer_5030
beer_3976,beer_5154
beer_5030,beer_5154
beer_768,beer_2679
beer_768,beer_2989
beer_768,beer_3312
beer_768,beer_3474
beer_768,beer_5069
beer_2679,beer_2989
beer_2679,beer_3312
beer_2679,beer_3474
beer_2679,beer_5069
beer_2989,beer_3312
beer_2989,beer_3474
beer_2989,beer_5069
beer_3312,beer_3474
beer_3312,beer_5069
beer_3474,beer_5069
beer_218,beer_788
beer_218,beer_3973
beer_218,beer_5191
beer_218,beer_5210
beer_218,beer_5270
beer_788,beer_3973
beer_788,beer_5191
beer_788,beer_5210
beer_788,beer_5270
beer_3973,beer_5191
beer_3973,beer_5210
beer_3973,beer_5270
beer_5191,beer_5210
beer_5191,beer_5270
beer_5210,beer_5270
beer_16,beer_118
beer_16,beer_199
beer_16,beer_1581
beer_16,beer_1947
beer_16,beer_2219
beer_16,beer_2568
beer_16,beer_3728
beer_118,beer_199
beer_118,beer_1581
beer_118,beer_1947
beer_118,beer_2219
beer_118,beer_2568
beer_118,beer_3728
beer_199,beer_1581
beer_199,beer_1947
beer_199,beer_2219
beer_199,beer_2568
beer_199,beer_3728
beer_1581,beer_1947
beer_1581,beer_2219
beer_1581,beer_2568
beer_1581,beer_3728
beer_1947,beer_2219
beer_1947,beer_2568
beer_1947,beer_3728
beer_2219,beer_2568
beer_2219,beer_3728
beer_2568,beer_3728
beer_313,beer_1007
beer_313,beer_1928
beer_313,beer_3379
beer_313,beer_3450
beer_313,beer_3512
beer_313,beer_3906
beer_313,beer_5167
beer_313,beer_5421
beer_1007,beer_1928
beer_1007,beer_3379
beer_1007,beer_3450
beer_1007,beer_3512
beer_1007,beer_3906
beer_1007,beer_5167
beer_1007,beer_5421
beer_1928,beer_3379
beer_1928,beer_3450
beer_1928,beer_3512
beer_1928,beer_3906
beer_1928,beer_5167
beer_1928,beer_5421
beer_3379,beer_3450
beer_3379,beer_3512
beer_3379,beer_3906
beer_3379,beer_5167
beer_3379,beer_5421
beer_3450,beer_3512
beer_3450,beer_3906
beer_3450,beer_5167
beer_3450,beer_5421
beer_3512,beer_3906
beer_3512,beer_5167
beer_3512,beer_5421
beer_3906,beer_5167
beer_3906,beer_5421
beer_5167,beer_5421
beer_1560,beer_2955
beer_1560,beer_4798
beer_2955,beer_4798
beer_140,beer_258
beer_140,beer_1161
beer_140,beer_1753
beer_140,beer_2274
beer_140,beer_2765
beer_140,beer_2973
beer_140,beer_4422
beer_258,beer_1161
beer_258,beer_1753
beer_258,beer_2274
beer_258,beer_2765
beer_258,beer_2973
beer_258,beer_4422
beer_1161,beer_1753
beer_1161,beer_2274
beer_1161,beer_2765
beer_1161,beer_2973
beer_1161,beer_4422
beer_1753,beer_2274
beer_1753,beer_2765
beer_1753,beer_2973
beer_1753,beer_4422
beer_2274,beer_2765
beer_2274,beer_2973
beer_2274,beer_4422
beer_2765,beer_2973
beer_2765,beer_4422
beer_2973,beer_4422
beer_881,beer_1603
beer_658,beer_1467
beer_658,beer_2898
beer_658,beer_3417
beer_1467,beer_2898
beer_1467,beer_3417
beer_2898,beer_3417
beer_255,beer_1420
beer_255,beer_2492
beer_255,beer_3313
beer_1420,beer_2492
beer_1420,beer_3313
beer_2492,beer_3313
beer_3238,beer_5199
beer_317,beer_911
beer_317,beer_3150
beer_317,beer_4388
beer_317,beer_4457
beer_911,beer_3150
beer_911,beer_4388
beer_911,beer_4457
beer_3150,beer_4388
beer_3150,beer_4457
beer_4388,beer_4457
beer_117,beer_415
beer_117,beer_2098
beer_117,beer_2409
beer_117,beer_3587
beer_415,beer_2098
beer_415,beer_2409
beer_415,beer_3587
beer_2098,beer_2409
beer_2098,beer_3587
beer_2409,beer_3587
beer_669,beer_1358
beer_669,beer_1750
beer_669,beer_2633
beer_669,beer_4154
beer_669,beer_5238
beer_1358,beer_1750
beer_1358,beer_2633
beer_1358,beer_4154
beer_1358,beer_5238
beer_1750,beer_2633
beer_1750,beer_4154
beer_1750,beer_5238
beer_2633,beer_4154
beer_2633,beer_5238
beer_4154,beer_5238
beer_3157,beer_4785
beer_1466,beer_1577
beer_1466,beer_2231
beer_1466,beer_4323
beer_1466,beer_4389
beer_1577,beer_2231
beer_1577,beer_4323
beer_1577,beer_4389
beer_2231,beer_4323
beer_2231,beer_4389
beer_4323,beer_4389
beer_2957,beer_4609
beer_714,beer_2591
beer_714,beer_3296
beer_714,beer_3598
beer_714,beer_4232
beer_2591,beer_3296
beer_2591,beer_3598
beer_2591,beer_4232
beer_3296,beer_3598
beer_3296,beer_4232
beer_3598,beer_4232
beer_288,beer_303
beer_288,beer_1843
beer_288,beer_2170
beer_288,beer_2473
beer_288,beer_2963
beer_288,beer_4833
beer_288,beer_5314
beer_303,beer_1843
beer_303,beer_2170
beer_303,beer_2473
beer_303,beer_2963
beer_303,beer_4833
beer_303,beer_5314
beer_1843,beer_2170
beer_1843,beer_2473
beer_1843,beer_2963
beer_1843,beer_4833
beer_1843,beer_5314
beer_2170,beer_2473
beer_2170,beer_2963
beer_2170,beer_4833
beer_2170,beer_5314
beer_2473,beer_2963
beer_2473,beer_4833
beer_2473,beer_5314
beer_2963,beer_4833
beer_2963,beer_5314
beer_4833,beer_5314
beer_94,beer_234
beer_94,beer_2481
beer_94,beer_3651
beer_94,beer_4164
beer_94,beer_4998
beer_234,beer_2481
beer_234,beer_3651
beer_234,beer_4164
beer_234,beer_4998
beer_2481,beer_3651
beer_2481,beer_4164
beer_2481,beer_4998
beer_3651,beer_4164
beer_3651,beer_4998
beer_4164,beer_4998
beer_329,beer_518
beer_329,beer_3487
beer_329,beer_4474
beer_329,beer_5116
beer_518,beer_3487
beer_518,beer_4474
beer_518,beer_5116
beer_3487,beer_4474
beer_3487,beer_5116
beer_4474,beer_5116
beer_663,beer_758
beer_663,beer_1270
beer_663,beer_1437
beer_663,beer_1819
beer_663,beer_2656
beer_663,beer_3832
beer_663,beer_4647
beer_663,beer_4675
beer_758,beer_1270
beer_758,beer_1437
beer_758,beer_1819
beer_758,beer_2656
beer_758,beer_3832
beer_758,beer_4647
beer_758,beer_4675
beer_1270,beer_1437
beer_1270,beer_1819
beer_1270,beer_2656
beer_1270,beer_3832
beer_1270,beer_4647
beer_1270,beer_4675
beer_1437,beer_1819
beer_1437,beer_2656
beer_1437,beer_3832
beer_1437,beer_4647
beer_1437,beer_4675
beer_1819,beer_2656
beer_1819,beer_3832
beer_1819,beer_4647
beer_1819,beer_4675
beer_2656,beer_3832
beer_2656,beer_4647
beer_2656,beer_4675
beer_3832,beer_4647
beer_3832,beer_4675
beer_4647,beer_4675
beer_876,beer_1692
beer_876,beer_2714
beer_876,beer_3109
beer_876,beer_4439
beer_876,beer_5135
beer_876,beer_5271
beer_1692,beer_2714
beer_1692,beer_3109
beer_1692,beer_4439
beer_1692,beer_5135
beer_1692,beer_5271
beer_2714,beer_3109
beer_2714,beer_4439
beer_2714,beer_5135
beer_2714,beer_5271
beer_3109,beer_4439
beer_3109,beer_5135
beer_3109,beer_5271
beer_4439,beer_5135
beer_4439,beer_5271
beer_5135,beer_5271
beer_715,beer_3380
beer_1045,beer_2644
beer_1045,beer_3535
beer_1045,beer_3537
beer_1045,beer_5202
beer_2644,beer_3535
beer_2644,beer_3537
beer_2644,beer_5202
beer_3535,beer_3537
beer_3535,beer_5202
beer_3537,beer_5202
beer_166,beer_2755
beer_166,beer_2974
beer_166,beer_2999
beer_166,beer_3023
beer_166,beer_3206
beer_166,beer_3526
beer_166,beer_3774
beer_166,beer_5356
beer_2755,beer_2974
beer_2755,beer_2999
beer_2755,beer_3023
beer_2755,beer_3206
beer_2755,beer_3526
beer_2755,beer_3774
beer_2755,beer_5356
beer_2974,beer_2999
beer_2974,beer_3023
beer_2974,beer_3206
beer_2974,beer_3526
beer_2974,beer_3774
beer_2974,beer_5356
beer_2999,beer_3023
beer_2999,beer_3206
beer_2999,beer_3526
beer_2999,beer_3774
beer_2999,beer_5356
beer_3023,beer_3206
beer_3023,beer_3526
beer_3023,beer_3774
beer_3023,beer_5356
beer_3206,beer_3526
beer_3206,beer_3774
beer_3206,beer_5356
beer_3526,beer_3774
beer_3526,beer_5356
beer_3774,beer_5356
beer_109,beer_421
beer_109,beer_1990
beer_109,beer_2008
beer_109,beer_2430
beer_109,beer_2549
beer_109,beer_3042
beer_109,beer_3349
beer_109,beer_4526
beer_421,beer_1990
beer_421,beer_2008
beer_421,beer_2430
beer_421,beer_2549
beer_421,beer_3042
beer_421,beer_3349
beer_421,beer_4526
beer_1990,beer_2008
beer_1990,beer_2430
beer_1990,beer_2549
beer_1990,beer_3042
beer_1990,beer_3349
beer_1990,beer_4526
beer_2008,beer_2430
beer_2008,beer_2549
beer_2008,beer_3042
beer_2008,beer_3349
beer_2008,beer_4526
beer_2430,beer_2549
beer_2430,beer_3042
beer_2430,beer_3349
beer_2430,beer_4526
beer_2549,beer_3042
beer_2549,beer_3349
beer_2549,beer_4526
beer_3042,beer_3349
beer_3042,beer_4526
beer_3349,beer_4526
beer_475,beer_1559
beer_475,beer_1878
beer_475,beer_2720
beer_475,beer_3414
beer_475,beer_3884
beer_1559,beer_1878
beer_1559,beer_2720
beer_1559,beer_3414
beer_1559,beer_3884
beer_1878,beer_2720
beer_1878,beer_3414
beer_1878,beer_3884
beer_2720,beer_3414
beer_2720,beer_3884
beer_3414,beer_3884
beer_498,beer_592
beer_498,beer_731
beer_498,beer_4210
beer_592,beer_731
beer_592,beer_4210
beer_731,beer_4210
beer_2988,beer_3420
beer_2988,beer_3495
beer_3420,beer_3495
beer_835,beer_4371
beer_521,beer_3860
beer_521,beer_4631
beer_521,beer_5389
beer_3860,beer_4631
beer_3860,beer_5389
beer_4631,beer_5389
beer_29,beer_965
beer_29,beer_1498
beer_29,beer_1739
beer_29,beer_2805
beer_29,beer_2866
beer_29,beer_4065
beer_965,beer_1498
beer_965,beer_1739
beer_965,beer_2805
beer_965,beer_2866
beer_965,beer_4065
beer_1498,beer_1739
beer_1498,beer_2805
beer_1498,beer_2866
beer_1498,beer_4065
beer_1739,beer_2805
beer_1739,beer_2866
beer_1739,beer_4065
beer_2805,beer_2866
beer_2805,beer_4065
beer_2866,beer_4065
beer_60,beer_459
beer_60,beer_1944
beer_60,beer_3318
beer_60,beer_3629
beer_459,beer_1944
beer_459,beer_3318
beer_459,beer_3629
beer_1944,beer_3318
beer_1944,beer_3629
beer_3318,beer_3629
beer_2072,beer_2154
beer_2072,beer_2847
beer_2072,beer_3763
beer_2072,beer_4106
beer_2072,beer_5186
beer_2072,beer_5346
beer_2154,beer_2847
beer_2154,beer_3763
beer_2154,beer_4106
beer_2154,beer_5186
beer_2154,beer_5346
beer_2847,beer_3763
beer_2847,beer_4106
beer_2847,beer_5186
beer_2847,beer_5346
beer_3763,beer_4106
beer_3763,beer_5186
beer_3763,beer_5346
beer_4106,beer_5186
beer_4106,beer_5346
beer_5186,beer_5346
beer_743,beer_2065
beer_743,beer_2118
beer_743,beer_2513
beer_743,beer_4846
beer_743,beer_4972
beer_743,beer_5019
beer_2065,beer_2118
beer_2065,beer_2513
beer_2065,beer_4846
beer_2065,beer_4972
beer_2065,beer_5019
beer_2118,beer_2513
beer_2118,beer_4846
beer_2118,beer_4972
beer_2118,beer_5019
beer_2513,beer_4846
beer_2513,beer_4972
beer_2513,beer_5019
beer_4846,beer_4972
beer_4846,beer_5019
beer_4972,beer_5019
beer_2400,beer_2728
beer_2400,beer_3478
beer_2400,beer_3732
beer_2400,beer_4026
beer_2400,beer_4298
beer_2728,beer_3478
beer_2728,beer_3732
beer_2728,beer_4026
beer_2728,beer_4298
beer_3478,beer_3732
beer_3478,beer_4026
beer_3478,beer_4298
beer_3732,beer_4026
beer_3732,beer_4298
beer_4026,beer_4298
beer_465,beer_938
beer_465,beer_1223
beer_465,beer_2147
beer_465,beer_3730
beer_465,beer_3756
beer_465,beer_4449
beer_465,beer_4806
beer_938,beer_1223
beer_938,beer_2147
beer_938,beer_3730
beer_938,beer_3756
beer_938,beer_4449
beer_938,beer_4806
beer_1223,beer_2147
beer_1223,beer_3730
beer_1223,beer_3756
beer_1223,beer_4449
beer_1223,beer_4806
beer_2147,beer_3730
beer_2147,beer_3756
beer_2147,beer_4449
beer_2147,beer_4806
beer_3730,beer_3756
beer_3730,beer_4449
beer_3730,beer_4806
beer_3756,beer_4449
beer_3756,beer_4806
beer_4449,beer_4806
beer_1043,beer_1285
beer_1043,beer_2092
beer_1043,beer_3814
beer_1043,beer_3912
beer_1043,beer_4500
beer_1043,beer_5134
beer_1285,beer_2092
beer_1285,beer_3814
beer_1285,beer_3912
beer_1285,beer_4500
beer_1285,beer_5134
beer_2092,beer_3814
beer_2092,beer_3912
beer_2092,beer_4500
beer_2092,beer_5134
beer_3814,beer_3912
beer_3814,beer_4500
beer_3814,beer_5134
beer_3912,beer_4500
beer_3912,beer_5134
beer_4500,beer_5134
beer_1731,beer_2272
beer_1731,beer_2663
beer_2272,beer_2663
beer_3729,beer_4039
beer_3729,beer_4289
beer_3729,beer_4321
beer_3729,beer_4656
beer_4039,beer_4289
beer_4039,beer_4321
beer_4039,beer_4656
beer_4289,beer_4321
beer_4289,beer_4656
beer_4321,beer_4656
beer_72,beer_352
beer_72,beer_3189
beer_72,beer_3236
beer_72,beer_4619
beer_72,beer_4787
beer_352,beer_3189
beer_352,beer_3236
beer_352,beer_4619
beer_352,beer_4787
beer_3189,beer_3236
beer_3189,beer_4619
beer_3189,beer_4787
beer_3236,beer_4619
beer_3236,beer_4787
beer_4619,beer_4787
beer_369,beer_621
beer_369,beer_674
beer_369,beer_693
beer_369,beer_1017
beer_369,beer_1761
beer_369,beer_2295
beer_369,beer_2620
beer_369,beer_4311
beer_621,beer_674
beer_621,beer_693
beer_621,beer_1017
beer_621,beer_1761
beer_621,beer_2295
beer_621,beer_2620
beer_621,beer_4311
beer_674,beer_693
beer_674,beer_1017
beer_674,beer_1761
beer_674,beer_2295
beer_674,beer_2620
beer_674,beer_4311
beer_693,beer_1017
beer_693,beer_1761
beer_693,beer_2295
beer_693,beer_2620
beer_693,beer_4311
beer_1017,beer_1761
beer_1017,beer_2295
beer_1017,beer_2620
beer_1017,beer_4311
beer_1761,beer_2295
beer_1761,beer_2620
beer_1761,beer_4311
beer_2295,beer_2620
beer_2295,beer_4311
beer_2620,beer_4311
beer_2334,beer_3193
beer_2334,beer_3679
beer_2334,beer_4976
beer_2334,beer_5109
beer_3193,beer_3679
beer_3193,beer_4976
beer_3193,beer_5109
beer_3679,beer_4976
beer_3679,beer_5109
beer_4976,beer_5109
beer_1790,beer_4139
beer_2579,beer_3831
beer_2579,beer_5143
